states	PB1	PB2	PA	HA	NP	MP	NS
21860000	4	2	4	6	6	3	5
21880000	4	2	5	5	7	3	6
21900000	4	4	4	5	8	3	5
21920000	4	2	5	5	6	5	5
21940000	4	2	5	5	7	3	5
21960000	4	2	6	5	5	3	5
21980000	5	2	5	6	6	3	5
22000000	4	2	6	6	6	3	5
22020000	4	2	4	6	7	3	5
22040000	4	2	5	6	8	3	6
22060000	4	2	7	5	7	4	6
22080000	4	2	5	5	10	3	6
22100000	4	2	5	6	10	4	5
22120000	4	2	4	4	6	3	6
22140000	4	2	5	5	5	3	5
22160000	4	2	4	4	8	3	6
22180000	4	2	5	5	7	3	5
22200000	4	2	5	5	7	3	6
22220000	4	2	8	5	8	3	6
22240000	4	2	5	7	7	3	5
22260000	4	2	4	7	6	3	6
22280000	4	2	5	5	7	3	5
22300000	4	2	4	6	7	3	5
22320000	4	2	7	5	8	3	7
22340000	4	2	5	6	7	3	6
22360000	4	2	5	5	6	3	5
22380000	4	2	4	4	7	3	7
22400000	4	2	5	6	7	3	5
22420000	4	2	5	5	6	3	5
22440000	4	2	5	5	7	3	5
22460000	4	2	5	6	6	3	5
22480000	4	2	5	5	6	3	5
22500000	4	2	6	4	7	3	6
22520000	4	2	5	5	6	3	6
22540000	5	2	5	6	8	3	5
22560000	4	2	5	5	8	4	5
22580000	4	2	5	5	10	5	6
22600000	4	2	5	6	9	3	5
22620000	4	2	7	5	9	5	5
22640000	4	2	5	5	8	3	5
22660000	4	3	6	6	6	3	5
22680000	4	2	5	6	7	3	5
22700000	4	2	5	6	7	4	5
22720000	4	3	5	6	7	3	5
22740000	4	2	5	5	9	3	5
22760000	4	2	5	5	7	3	5
22780000	4	2	5	7	7	3	5
22800000	4	2	5	5	8	3	5
22820000	4	2	5	6	7	3	6
22840000	4	2	5	5	6	3	5
22860000	4	2	6	5	6	3	8
22880000	4	2	5	6	7	3	5
22900000	4	2	5	7	7	3	5
22920000	4	2	5	5	6	3	6
22940000	5	2	4	5	5	3	5
22960000	4	2	5	5	5	3	5
22980000	4	2	4	6	7	3	6
23000000	4	2	5	6	8	3	5
23020000	4	2	5	5	7	3	6
23040000	4	2	4	6	6	3	6
23060000	4	2	6	5	6	3	5
23080000	4	2	4	5	6	4	5
23100000	4	2	5	6	6	3	5
23120000	5	2	5	5	6	3	6
23140000	4	2	6	5	7	3	5
23160000	4	2	5	5	7	4	5
23180000	4	2	4	4	6	3	6
23200000	4	2	5	6	6	3	6
23220000	4	2	5	6	7	5	6
23240000	4	2	5	5	9	3	5
23260000	4	2	5	5	7	3	7
23280000	4	2	4	4	6	3	6
23300000	4	2	5	5	7	3	5
23320000	4	2	4	4	6	3	6
23340000	4	2	9	4	8	3	6
23360000	4	2	5	7	5	3	5
23380000	4	2	5	5	7	3	5
23400000	4	2	5	5	7	3	6
23420000	4	2	5	6	7	3	5
23440000	4	2	4	6	7	3	5
23460000	4	2	4	5	7	3	5
23480000	4	2	5	5	7	3	5
23500000	4	2	5	5	7	5	6
23520000	4	2	5	6	7	3	5
23540000	4	2	5	6	7	3	5
23560000	4	2	5	5	7	5	5
23580000	4	2	6	6	8	3	5
23600000	4	2	5	5	7	4	5
23620000	4	2	6	6	7	3	5
23640000	4	2	5	5	7	3	7
23660000	4	2	7	6	6	3	5
23680000	5	2	5	5	5	3	4
23700000	4	2	5	5	5	3	5
23720000	4	2	5	6	5	3	5
23740000	5	3	5	7	7	5	6
23760000	4	2	5	5	5	3	6
23780000	4	2	5	5	6	3	5
23800000	4	2	5	5	5	3	5
23820000	4	2	5	5	6	3	4
23840000	4	2	5	5	7	3	5
23860000	4	2	5	5	7	3	5
23880000	4	2	4	5	7	3	5
23900000	4	2	5	6	8	3	5
23920000	4	2	5	7	6	3	5
23940000	4	2	5	5	7	3	5
23960000	4	2	5	5	6	3	6
23980000	4	2	6	5	7	3	5
24000000	4	2	4	6	6	3	5
24020000	4	2	8	6	7	3	5
24040000	4	2	5	5	6	3	5
24060000	4	2	4	6	6	3	5
24080000	4	2	5	5	6	3	5
24100000	4	2	5	5	7	3	5
24120000	4	2	5	6	7	3	5
24140000	4	2	5	5	6	3	5
24160000	4	2	5	6	7	3	5
24180000	4	3	8	5	8	3	5
24200000	4	4	6	5	7	5	7
24220000	4	2	5	5	7	3	5
24240000	4	2	5	6	7	3	5
24260000	4	2	5	7	8	3	6
24280000	4	2	5	5	8	3	6
24300000	4	2	5	6	7	3	5
24320000	4	2	4	5	6	3	5
24340000	4	2	5	6	6	3	5
24360000	4	2	5	6	6	3	5
24380000	4	2	5	5	11	4	6
24400000	4	2	5	5	6	3	6
24420000	4	2	5	5	9	4	5
24440000	4	2	5	5	7	3	5
24460000	4	2	5	5	7	3	5
24480000	4	2	5	7	6	3	5
24500000	4	2	5	6	7	3	5
24520000	4	2	4	6	7	3	6
24540000	4	2	4	5	8	3	6
24560000	4	2	4	5	6	3	6
24580000	4	2	5	5	6	3	6
24600000	4	2	5	6	9	3	5
24620000	4	2	5	5	7	3	5
24640000	4	2	5	5	7	3	5
24660000	4	2	5	5	6	3	5
24680000	4	2	5	5	7	3	5
24700000	4	2	6	5	8	3	5
24720000	4	2	6	5	7	3	5
24740000	4	2	5	5	6	4	5
24760000	4	2	5	5	8	3	5
24780000	4	2	5	5	8	3	5
24800000	4	2	5	6	9	3	5
24820000	4	2	5	5	7	4	5
24840000	3	2	5	4	7	3	7
24860000	4	2	5	5	7	3	5
24880000	4	2	5	6	9	3	6
24900000	4	2	5	6	7	3	5
24920000	4	2	5	6	5	3	6
24940000	4	2	5	5	7	3	6
24960000	4	2	5	7	7	3	6
24980000	4	2	5	6	7	3	5
25000000	4	2	4	4	7	3	6
25020000	4	2	4	4	8	5	6
25040000	4	2	5	7	6	3	6
25060000	4	2	5	6	6	3	6
25080000	4	2	7	6	7	3	5
25100000	4	2	5	6	6	3	6
25120000	4	2	4	6	6	3	6
25140000	4	2	4	5	9	3	6
25160000	4	2	4	6	11	3	5
25180000	4	2	6	6	8	3	5
25200000	4	2	5	5	8	3	5
25220000	4	2	5	6	7	3	5
25240000	4	2	5	6	7	3	5
25260000	4	2	5	5	7	3	6
25280000	4	2	5	5	6	3	6
25300000	4	2	5	6	6	3	6
25320000	4	2	5	5	6	3	5
25340000	5	2	5	5	5	3	5
25360000	4	2	5	5	6	3	6
25380000	4	2	5	6	9	3	5
25400000	4	2	5	5	9	3	7
25420000	4	2	7	5	5	3	6
25440000	4	2	5	5	5	4	5
25460000	4	2	5	6	5	3	5
25480000	4	2	5	5	6	3	5
25500000	4	2	5	5	7	3	5
25520000	4	2	5	5	10	3	6
25540000	3	2	7	5	6	3	5
25560000	4	2	5	5	8	3	5
25580000	4	2	5	6	7	3	4
25600000	4	2	6	5	7	3	6
25620000	4	2	5	5	6	3	5
25640000	4	2	5	5	7	3	5
25660000	4	2	5	6	6	3	5
25680000	5	4	5	6	6	3	5
25700000	5	2	4	6	9	3	5
25720000	4	2	5	6	6	3	6
25740000	4	2	5	6	8	3	5
25760000	4	2	5	6	7	3	5
25780000	4	2	4	4	6	3	7
25800000	4	2	5	8	6	4	5
25820000	4	2	5	6	8	3	5
25840000	4	2	5	6	6	3	6
25860000	4	2	5	5	6	3	5
25880000	4	2	5	5	6	3	5
25900000	3	3	5	4	6	3	5
25920000	3	2	5	4	6	3	4
25940000	3	2	5	4	7	3	5
25960000	4	3	5	6	7	3	6
25980000	4	2	4	5	8	3	5
26000000	4	2	5	6	8	3	5
26020000	4	2	5	6	7	4	5
26040000	4	2	5	6	6	3	5
26060000	4	2	6	5	7	3	5
26080000	4	2	6	6	7	3	6
26100000	4	2	5	5	6	3	5
26120000	4	2	5	10	7	3	5
26140000	4	2	5	6	5	3	7
26160000	4	2	5	5	5	3	5
26180000	4	2	5	6	7	3	5
26200000	4	2	5	6	8	3	5
26220000	4	3	5	5	6	4	5
26240000	4	2	5	6	8	3	5
26260000	4	2	6	6	9	3	6
26280000	4	2	5	6	9	4	6
26300000	4	2	5	5	9	3	6
26320000	4	2	6	6	7	3	4
26340000	4	2	5	6	7	3	6
26360000	4	4	5	6	8	3	5
26380000	4	2	5	5	5	3	5
26400000	4	2	5	5	6	3	5
26420000	4	2	5	5	9	4	5
26440000	4	2	5	5	6	3	6
26460000	4	2	4	5	7	3	5
26480000	4	2	5	5	7	3	5
26500000	4	2	4	6	6	3	7
26520000	5	2	5	5	5	3	5
26540000	4	2	5	5	5	5	6
26560000	4	2	11	6	5	5	8
26580000	3	2	6	4	5	3	5
26600000	3	2	5	6	6	3	5
26620000	4	2	5	6	6	3	5
26640000	5	2	5	5	7	3	6
26660000	4	2	5	5	6	3	6
26680000	4	2	5	5	6	3	5
26700000	4	2	5	6	7	3	5
26720000	4	2	5	7	8	3	5
26740000	4	2	5	5	6	3	6
26760000	4	2	5	5	6	3	7
26780000	4	2	6	5	7	3	5
26800000	4	2	9	5	8	3	5
26820000	4	2	5	5	8	4	6
26840000	4	2	5	5	6	4	7
26860000	4	2	8	5	6	3	5
26880000	4	2	5	5	9	3	5
26900000	3	2	5	4	7	3	5
26920000	4	2	5	5	5	3	6
26940000	4	2	7	5	5	3	5
26960000	4	2	5	5	5	3	5
26980000	4	2	5	6	6	3	8
27000000	5	2	8	6	6	3	5
27020000	4	2	6	7	5	3	6
27040000	4	2	5	6	5	4	5
27060000	4	2	5	6	5	4	7
27080000	4	2	8	6	5	3	6
27100000	4	2	5	6	6	3	5
27120000	4	2	5	5	6	3	5
27140000	4	2	7	6	5	3	5
27160000	4	2	8	5	7	3	4
27180000	4	2	3	4	6	3	6
27200000	4	2	8	6	7	3	6
27220000	4	2	5	6	7	3	6
27240000	4	2	4	6	6	3	5
27260000	4	2	5	5	6	3	6
27280000	4	2	5	5	7	3	5
27300000	4	2	5	5	9	3	5
27320000	4	2	5	5	11	3	6
27340000	4	2	4	6	8	3	6
27360000	4	2	5	5	8	3	5
27380000	4	2	9	6	6	3	5
27400000	4	2	4	5	6	3	5
27420000	4	2	7	5	6	3	6
27440000	4	2	5	5	7	3	5
27460000	4	4	4	5	6	3	5
27480000	4	2	5	5	7	3	7
27500000	4	2	5	6	7	3	6
27520000	4	2	4	5	6	5	5
27540000	5	2	5	6	7	3	6
27560000	4	2	5	6	7	3	5
27580000	4	2	5	6	7	4	6
27600000	4	2	4	6	8	3	6
27620000	4	2	6	6	7	3	6
27640000	4	2	5	5	7	3	6
27660000	4	2	5	5	6	5	5
27680000	4	2	5	5	9	4	6
27700000	4	2	5	5	7	3	5
27720000	4	2	5	5	9	3	5
27740000	4	2	5	5	7	3	5
27760000	4	2	5	6	10	3	6
27780000	4	2	6	6	7	3	6
27800000	4	2	5	6	6	3	6
27820000	4	2	5	7	6	3	5
27840000	4	2	4	5	6	3	5
27860000	4	2	5	5	8	3	4
27880000	4	2	5	5	6	3	5
27900000	4	2	5	5	6	3	7
27920000	4	2	6	6	7	3	6
27940000	4	2	5	5	7	3	6
27960000	4	2	6	4	6	3	6
27980000	4	2	5	7	8	3	6
28000000	4	2	5	5	8	3	6
28020000	4	2	5	6	7	3	5
28040000	4	2	6	6	6	3	5
28060000	4	2	5	5	7	3	5
28080000	4	2	7	5	7	3	5
28100000	4	2	5	5	6	3	5
28120000	4	3	5	5	7	3	5
28140000	4	2	5	6	6	3	5
28160000	4	2	5	7	7	3	5
28180000	4	2	6	5	5	3	6
28200000	4	2	4	8	5	3	5
28220000	4	4	5	6	6	4	5
28240000	4	2	7	5	8	3	5
28260000	4	2	5	6	7	3	5
28280000	4	2	7	4	6	3	7
28300000	4	2	5	5	8	3	5
28320000	4	2	5	5	7	5	6
28340000	4	2	5	5	8	4	5
28360000	4	2	4	5	7	3	5
28380000	4	2	5	5	6	3	7
28400000	4	2	5	6	6	3	5
28420000	4	2	5	6	6	3	6
28440000	4	2	4	5	5	3	5
28460000	4	2	6	6	7	3	5
28480000	4	2	5	6	5	3	5
28500000	4	2	5	5	7	3	5
28520000	4	2	5	6	6	3	6
28540000	4	2	5	5	6	5	5
28560000	4	2	7	7	8	3	6
28580000	4	2	5	6	7	4	5
28600000	4	2	6	6	7	3	5
28620000	4	2	5	6	8	3	5
28640000	4	2	5	6	6	3	6
28660000	4	2	5	5	5	3	7
28680000	4	2	5	5	6	3	5
28700000	4	2	5	6	6	3	6
28720000	4	2	5	6	6	3	6
28740000	4	2	7	5	10	3	6
28760000	4	2	5	5	9	3	5
28780000	4	2	5	5	8	3	5
28800000	4	2	5	5	7	3	6
28820000	4	2	5	5	7	5	6
28840000	4	2	5	4	6	3	6
28860000	4	2	5	5	9	3	5
28880000	4	2	5	5	7	3	6
28900000	4	2	5	5	7	3	5
28920000	4	2	6	5	7	3	5
28940000	4	2	5	6	6	3	5
28960000	4	2	5	6	6	3	5
28980000	4	2	5	5	7	3	5
29000000	4	2	4	5	7	3	5
29020000	4	2	5	6	7	3	5
29040000	4	2	5	6	6	3	5
29060000	4	2	7	6	6	3	5
29080000	4	2	5	6	6	3	7
29100000	4	2	5	6	6	3	5
29120000	4	2	6	6	6	3	5
29140000	4	2	5	5	8	4	5
29160000	4	2	5	5	6	4	5
29180000	4	2	4	5	5	3	7
29200000	4	2	5	7	5	3	5
29220000	4	2	5	6	6	3	5
29240000	4	2	5	6	5	3	5
29260000	4	2	5	5	7	4	4
29280000	4	2	5	5	7	3	5
29300000	4	2	5	6	7	3	6
29320000	4	2	6	4	7	4	6
29340000	4	2	4	5	7	3	5
29360000	4	2	3	4	7	3	6
29380000	4	2	6	5	7	3	6
29400000	4	2	5	5	7	6	6
29420000	5	2	5	5	7	3	5
29440000	4	2	4	6	7	3	5
29460000	4	2	4	6	11	4	5
29480000	4	2	5	6	7	3	6
29500000	4	2	5	5	6	3	5
29520000	4	2	5	5	8	3	7
29540000	4	2	5	6	7	3	6
29560000	4	2	4	4	6	3	6
29580000	4	2	5	5	6	3	7
29600000	4	2	5	6	6	3	5
29620000	4	2	5	5	5	3	5
29640000	4	2	5	6	5	4	6
29660000	4	2	5	6	5	3	5
29680000	4	2	5	5	7	4	5
29700000	4	2	7	6	8	3	7
29720000	4	2	5	5	7	3	5
29740000	4	2	5	6	7	3	5
29760000	4	2	5	5	6	3	5
29780000	4	2	6	5	10	3	5
29800000	4	2	5	6	6	3	5
29820000	4	2	5	6	5	3	5
29840000	4	2	5	5	5	3	5
29860000	5	2	5	6	5	5	5
29880000	4	2	5	5	5	3	5
29900000	4	2	5	5	9	3	5
29920000	5	2	5	5	5	3	5
29940000	4	2	6	6	6	3	5
29960000	4	2	8	5	7	3	7
29980000	4	2	5	5	5	3	5
30000000	4	2	5	7	5	3	5
30020000	4	2	4	4	5	3	6
30040000	4	2	5	6	6	3	6
30060000	5	2	5	6	7	3	5
30080000	4	2	5	6	7	3	5
30100000	4	2	6	5	6	3	5
30120000	4	2	5	6	7	4	6
30140000	4	3	5	5	5	3	6
30160000	4	2	5	5	5	3	5
30180000	4	2	5	5	5	3	6
30200000	4	2	6	6	5	3	5
30220000	4	2	5	6	6	3	5
30240000	4	4	5	6	6	3	5
30260000	4	2	5	6	8	3	8
30280000	4	4	5	5	8	3	4
30300000	4	2	5	5	10	3	5
30320000	4	2	5	5	6	3	5
30340000	4	2	5	5	5	3	5
30360000	4	2	5	5	5	3	6
30380000	4	2	5	5	5	3	5
30400000	7	2	5	6	5	3	5
30420000	4	2	5	5	5	3	5
30440000	4	2	5	5	7	3	5
30460000	4	2	5	5	6	3	5
30480000	4	2	4	5	7	3	5
30500000	4	2	5	5	6	3	5
30520000	4	2	6	5	7	3	5
30540000	4	2	5	6	6	4	5
30560000	4	2	6	5	6	3	5
30580000	4	2	5	6	5	3	6
30600000	4	2	5	6	7	3	5
30620000	5	2	5	6	12	3	5
30640000	4	2	5	6	6	3	5
30660000	4	2	5	6	7	3	6
30680000	4	2	5	5	5	3	6
30700000	4	2	5	6	5	3	5
30720000	5	2	4	5	5	3	5
30740000	5	3	5	5	6	3	5
30760000	4	2	5	5	7	3	6
30780000	4	2	5	5	7	4	5
30800000	4	2	5	4	5	3	7
30820000	4	2	5	4	7	5	6
30840000	4	2	5	6	5	3	5
30860000	5	2	4	6	6	4	6
30880000	4	2	4	4	6	3	7
30900000	4	2	5	6	7	5	5
30920000	4	2	4	5	6	3	6
30940000	4	2	4	5	6	3	5
30960000	4	2	5	7	7	3	6
30980000	4	4	7	7	5	3	5
31000000	4	2	5	6	6	3	5
31020000	5	2	5	5	7	3	6
31040000	4	2	5	6	7	3	5
31060000	4	2	5	5	9	3	5
31080000	4	2	5	5	5	3	5
31100000	4	2	5	5	6	3	5
31120000	4	2	5	5	6	5	5
31140000	4	2	5	6	5	3	5
31160000	4	2	7	5	6	3	5
31180000	4	2	5	5	7	5	5
31200000	4	2	5	5	6	3	5
31220000	4	2	5	5	6	3	5
31240000	4	3	4	6	5	3	5
31260000	3	2	5	4	7	3	5
31280000	4	2	5	4	6	5	6
31300000	4	2	5	6	6	3	5
31320000	4	2	6	6	9	3	5
31340000	4	2	5	5	6	3	5
31360000	4	2	5	5	6	3	5
31380000	4	2	5	5	7	3	5
31400000	4	2	5	5	7	3	5
31420000	4	2	5	6	7	3	5
31440000	4	2	5	6	6	5	5
31460000	4	2	5	5	5	3	5
31480000	4	2	6	5	7	3	6
31500000	4	2	5	4	7	3	6
31520000	4	2	5	5	7	3	4
31540000	4	2	5	5	5	3	6
31560000	4	2	5	5	5	3	6
31580000	4	2	5	5	5	3	5
31600000	4	2	5	7	5	3	5
31620000	4	2	5	5	7	3	5
31640000	4	2	6	5	7	3	5
31660000	4	2	5	5	7	3	6
31680000	4	2	6	6	8	3	6
31700000	4	3	6	5	7	3	5
31720000	3	2	5	4	7	4	5
31740000	4	2	5	6	8	3	5
31760000	4	2	5	6	7	4	6
31780000	4	2	4	6	8	3	6
31800000	4	2	5	5	6	3	5
31820000	4	2	5	5	7	3	5
31840000	4	2	5	6	6	3	5
31860000	4	2	5	5	7	5	5
31880000	4	2	5	5	7	3	5
31900000	4	2	4	5	9	3	6
31920000	4	2	5	6	7	5	6
31940000	4	3	5	5	8	3	5
31960000	4	2	5	5	8	3	5
31980000	4	2	5	5	7	3	6
32000000	4	2	5	5	8	3	5
32020000	4	2	5	6	7	3	6
32040000	4	2	4	5	7	3	5
32060000	4	2	8	5	7	3	5
32080000	4	2	5	6	7	3	6
32100000	4	2	5	6	6	3	8
32120000	4	2	5	6	6	3	6
32140000	4	2	7	5	9	3	6
32160000	4	2	5	5	9	3	6
32180000	4	2	5	6	6	3	6
32200000	4	2	5	5	7	3	6
32220000	4	2	4	6	6	3	5
32240000	4	3	5	6	8	3	5
32260000	4	2	5	5	5	3	5
32280000	5	2	5	7	5	3	5
32300000	3	2	4	5	5	4	5
32320000	3	2	5	4	5	3	7
32340000	4	2	5	4	5	3	7
32360000	5	2	5	6	6	3	6
32380000	4	2	5	5	7	3	5
32400000	4	2	5	6	5	3	5
32420000	4	2	5	5	5	3	5
32440000	4	4	7	6	6	3	5
32460000	5	2	5	5	8	3	6
32480000	4	2	4	6	5	3	6
32500000	4	2	4	5	6	3	5
32520000	4	2	4	4	5	3	6
32540000	4	2	4	4	5	3	7
32560000	4	2	5	5	8	3	5
32580000	4	2	5	5	6	3	5
32600000	4	2	5	5	6	3	7
32620000	4	2	4	6	7	5	5
32640000	4	2	5	5	6	3	5
32660000	5	2	5	5	5	3	5
32680000	3	2	5	4	6	3	6
32700000	4	2	6	6	6	3	5
32720000	4	2	5	5	9	3	5
32740000	4	2	5	5	9	4	5
32760000	4	2	5	6	7	4	5
32780000	4	2	5	5	7	3	5
32800000	4	2	5	6	8	3	6
32820000	4	2	5	5	8	3	5
32840000	7	2	5	5	10	4	6
32860000	4	2	5	5	7	3	5
32880000	4	2	5	5	9	3	6
32900000	4	2	6	5	6	3	6
32920000	4	2	5	6	7	3	7
32940000	4	2	7	5	8	3	5
32960000	4	2	5	5	5	3	6
32980000	4	2	5	6	8	3	5
33000000	4	2	5	6	6	3	5
33020000	4	3	5	6	8	3	5
33040000	4	2	6	6	9	3	5
33060000	4	2	5	5	7	3	5
33080000	4	2	4	5	8	3	5
33100000	4	2	5	7	7	3	6
33120000	4	2	5	5	6	3	5
33140000	5	2	7	5	6	3	6
33160000	4	2	5	5	7	3	5
33180000	5	2	5	6	6	5	5
33200000	5	2	4	4	8	3	8
33220000	4	2	5	5	6	3	5
33240000	4	2	5	5	6	3	5
33260000	4	2	5	5	7	3	5
33280000	4	2	10	5	7	3	6
33300000	4	3	5	5	7	3	5
33320000	4	2	4	5	5	3	6
33340000	4	2	6	6	9	3	6
33360000	4	2	5	5	7	3	5
33380000	4	2	5	5	7	3	6
33400000	4	2	6	5	7	3	6
33420000	4	2	5	5	7	3	5
33440000	4	2	4	6	7	3	5
33460000	4	2	5	5	8	3	5
33480000	4	2	4	5	7	3	5
33500000	5	2	10	6	7	3	5
33520000	4	2	5	5	8	3	6
33540000	4	2	6	5	8	3	5
33560000	4	2	4	6	7	3	7
33580000	4	2	5	5	8	3	5
33600000	4	2	5	5	7	3	6
33620000	4	2	5	6	7	3	5
33640000	4	2	5	5	6	3	6
33660000	4	2	5	6	6	3	5
33680000	4	2	4	5	8	3	6
33700000	4	2	5	5	7	3	5
33720000	4	3	6	7	6	3	6
33740000	4	2	8	6	6	4	5
33760000	4	2	4	5	7	3	5
33780000	4	2	5	6	7	3	7
33800000	5	2	5	5	7	4	5
33820000	4	2	5	5	7	3	6
33840000	4	2	5	4	5	4	6
33860000	3	2	5	7	6	3	7
33880000	3	2	5	6	5	3	5
33900000	4	2	5	5	7	3	5
33920000	4	2	5	5	6	3	7
33940000	4	2	5	6	8	3	5
33960000	4	2	6	5	9	5	5
33980000	4	2	5	5	8	3	5
34000000	4	2	5	6	7	3	6
34020000	4	3	5	5	7	3	6
34040000	4	2	6	6	7	5	6
34060000	4	2	5	5	8	3	5
34080000	4	2	5	5	9	3	6
34100000	4	2	5	5	6	3	5
34120000	4	2	5	5	9	4	5
34140000	4	2	6	7	7	3	5
34160000	4	2	5	6	6	3	6
34180000	4	2	4	5	5	4	5
34200000	4	2	5	5	7	3	5
34220000	4	2	5	6	8	3	5
34240000	4	2	5	6	6	5	6
34260000	4	2	5	6	6	5	5
34280000	4	2	5	5	5	3	5
34300000	4	2	7	6	6	5	6
34320000	4	2	7	6	5	3	4
34340000	5	2	5	5	6	3	5
34360000	4	2	5	6	6	3	5
34380000	4	2	5	6	6	3	5
34400000	4	2	5	6	6	3	7
34420000	4	2	5	7	6	3	5
34440000	4	2	5	5	5	3	6
34460000	4	2	5	5	5	3	6
34480000	4	2	5	6	5	3	5
34500000	4	2	5	5	5	3	5
34520000	4	2	4	5	5	3	5
34540000	4	2	5	5	7	3	5
34560000	4	2	5	5	7	3	5
34580000	4	2	5	6	9	3	5
34600000	4	2	4	6	8	3	5
34620000	4	2	5	6	7	3	5
34640000	4	2	4	6	9	3	7
34660000	4	2	5	5	7	3	6
34680000	4	2	4	6	6	3	5
34700000	4	3	4	5	6	3	5
34720000	4	2	6	6	7	3	5
34740000	4	2	5	6	6	3	5
34760000	4	2	5	5	6	5	6
34780000	4	2	5	7	10	3	6
34800000	4	2	5	5	6	3	5
34820000	4	2	5	5	6	3	5
34840000	4	2	5	5	7	3	6
34860000	4	2	4	4	9	3	6
34880000	4	3	8	5	6	3	5
34900000	4	2	5	6	8	3	5
34920000	4	2	5	6	7	3	5
34940000	4	2	5	6	7	3	6
34960000	4	2	5	5	6	3	5
34980000	4	2	5	5	7	3	5
35000000	4	2	5	4	7	3	5
35020000	4	2	5	5	7	3	5
35040000	4	2	5	5	6	3	5
35060000	4	2	5	5	8	3	5
35080000	4	2	7	5	8	3	5
35100000	4	2	5	5	6	3	5
35120000	4	2	5	6	5	3	5
35140000	4	2	8	5	8	3	5
35160000	4	4	4	5	7	3	5
35180000	4	2	5	5	7	3	8
35200000	4	2	5	5	11	3	5
35220000	4	2	5	6	7	3	5
35240000	5	2	6	5	6	3	6
35260000	5	2	5	6	6	3	5
35280000	4	2	4	5	7	3	5
35300000	4	2	5	6	7	3	5
35320000	4	2	5	6	8	3	5
35340000	4	2	5	7	7	3	5
35360000	4	2	5	6	7	3	5
35380000	4	2	5	5	8	3	6
35400000	4	2	5	5	6	3	5
35420000	4	2	4	5	6	3	6
35440000	4	2	5	6	7	3	6
35460000	4	2	5	5	6	3	5
35480000	4	2	5	5	6	3	6
