states	PB1	PB2	PA	HA	NP	NA	MP
22420000	7	3	5	7	4	2	1
22440000	7	3	5	6	4	2	1
22460000	5	3	7	6	5	2	1
22480000	6	3	7	7	4	2	1
22500000	5	3	7	6	6	2	2
22520000	5	3	6	5	5	2	2
22540000	6	3	5	5	5	2	2
22560000	5	3	5	5	5	2	2
22580000	5	3	5	7	4	2	2
22600000	5	3	6	6	7	2	2
22620000	5	3	5	7	6	2	2
22640000	5	3	6	6	6	2	2
22660000	6	3	5	6	6	2	2
22680000	7	3	6	5	5	2	2
22700000	5	3	5	5	5	2	3
22720000	7	3	5	7	5	2	2
22740000	6	3	6	7	5	2	2
22760000	6	3	6	6	5	2	2
22780000	5	3	5	9	5	2	2
22800000	5	3	5	9	5	2	2
22820000	5	3	4	5	5	2	2
22840000	5	3	4	6	7	2	2
22860000	5	3	5	7	6	2	2
22880000	5	3	5	6	5	2	2
22900000	7	3	6	7	5	2	2
22920000	5	3	6	7	5	3	2
22940000	5	3	6	6	5	2	2
22960000	7	3	6	5	5	2	2
22980000	5	3	6	6	5	2	2
23000000	5	3	6	7	5	2	2
23020000	6	3	6	6	5	2	2
23040000	5	3	7	5	6	2	2
23060000	5	3	6	6	7	2	2
23080000	5	3	7	8	5	2	5
23100000	6	3	6	5	6	2	2
23120000	6	3	5	6	5	2	2
23140000	6	3	8	5	5	2	2
23160000	5	3	8	6	6	2	3
23180000	6	3	6	5	7	2	2
23200000	5	3	5	5	4	2	2
23220000	5	3	6	7	5	2	2
23240000	5	3	7	8	6	2	2
23260000	6	3	6	5	5	2	2
23280000	5	3	7	6	5	2	2
23300000	6	3	6	5	5	2	2
23320000	6	3	6	6	6	2	2
23340000	5	3	5	6	6	2	2
23360000	5	3	6	7	5	2	2
23380000	5	3	4	6	5	2	2
23400000	6	3	5	5	6	2	2
23420000	5	3	4	6	5	2	2
23440000	6	3	7	6	4	2	1
23460000	5	3	4	7	4	2	2
23480000	5	3	4	7	4	2	1
23500000	5	3	4	6	4	2	1
23520000	5	3	4	7	5	2	1
23540000	5	3	7	6	4	2	1
23560000	5	3	4	7	4	2	1
23580000	5	3	4	6	5	2	1
23600000	6	3	9	7	4	2	1
23620000	5	3	4	6	5	2	1
23640000	6	3	6	6	4	2	1
23660000	5	3	6	6	5	2	2
23680000	5	3	4	6	4	2	1
23700000	5	3	4	7	4	2	1
23720000	5	3	3	6	3	2	1
23740000	6	3	7	6	3	2	1
23760000	7	3	4	7	4	2	1
23780000	5	3	6	6	4	2	1
23800000	6	3	4	6	4	2	1
23820000	5	3	4	6	4	2	1
23840000	6	3	6	6	4	2	1
23860000	5	3	4	6	4	2	1
23880000	5	3	5	7	4	2	1
23900000	7	3	4	6	4	2	1
23920000	5	3	4	6	4	2	1
23940000	5	3	6	6	4	2	1
23960000	7	3	6	7	5	2	1
23980000	6	3	6	7	4	2	1
24000000	5	3	5	7	5	2	1
24020000	5	3	6	6	5	2	2
24040000	5	3	5	7	5	2	2
24060000	6	3	5	7	5	2	2
24080000	5	3	4	6	6	2	2
24100000	5	3	5	6	7	3	2
24120000	5	3	5	7	5	2	2
24140000	6	3	6	7	5	2	2
24160000	7	3	6	8	4	3	1
24180000	6	3	4	6	5	2	1
24200000	6	3	4	7	4	2	1
24220000	6	3	5	8	5	3	1
24240000	8	3	5	6	4	2	1
24260000	5	3	6	7	5	2	1
24280000	5	3	5	7	4	2	1
24300000	6	3	4	7	5	2	1
24320000	5	3	4	6	4	2	1
24340000	5	3	4	7	4	2	1
24360000	6	3	6	6	4	2	1
24380000	5	3	8	7	4	2	1
24400000	5	3	5	5	5	2	2
24420000	5	3	4	7	4	2	2
24440000	6	3	9	7	4	2	2
24460000	5	3	6	6	4	2	1
24480000	5	3	6	7	4	2	1
24500000	6	3	6	6	5	2	1
24520000	7	3	8	7	4	2	1
24540000	6	3	4	6	4	2	1
24560000	5	3	5	6	4	2	1
24580000	6	3	4	7	4	2	1
24600000	7	3	4	7	3	2	1
24620000	6	3	4	6	4	2	1
24640000	7	3	5	6	4	2	1
24660000	8	3	4	6	4	3	1
24680000	7	3	7	7	4	3	1
24700000	7	4	7	7	4	2	1
24720000	6	3	4	7	4	2	1
24740000	7	3	5	6	5	2	1
24760000	7	3	5	6	5	2	1
24780000	7	3	8	7	5	2	1
24800000	7	3	5	7	5	2	1
24820000	6	3	5	6	5	2	1
24840000	6	3	4	6	4	2	1
24860000	6	3	6	7	4	2	1
24880000	6	3	7	7	4	2	1
24900000	5	3	5	5	5	2	2
24920000	5	3	5	6	6	2	1
24940000	5	3	4	6	3	2	1
24960000	5	3	4	7	4	2	1
24980000	5	3	7	6	4	2	1
25000000	6	3	6	7	4	2	1
25020000	6	3	6	8	6	2	1
25040000	6	3	6	8	4	2	1
25060000	5	3	6	6	4	2	1
25080000	8	3	6	7	3	2	1
25100000	6	3	6	7	5	2	1
25120000	6	3	5	8	4	2	1
25140000	7	3	5	7	4	2	1
25160000	7	3	4	6	5	2	1
25180000	7	3	8	8	4	2	1
25200000	6	3	5	8	4	2	1
25220000	6	3	6	6	5	2	2
25240000	5	3	6	7	5	2	2
25260000	6	3	6	6	5	2	2
25280000	5	3	6	6	5	2	2
25300000	5	3	7	7	5	3	2
25320000	6	3	4	6	5	2	2
25340000	6	3	7	6	6	2	2
25360000	5	3	6	7	5	2	2
25380000	5	3	6	7	6	2	2
25400000	5	3	7	7	5	2	2
25420000	5	3	7	7	5	2	2
25440000	5	3	6	7	5	2	2
25460000	6	3	5	7	4	2	1
25480000	9	3	6	7	4	2	1
25500000	8	3	7	8	4	2	1
25520000	6	3	6	8	4	2	1
25540000	5	3	6	6	6	2	2
25560000	5	3	6	6	7	2	2
25580000	7	4	7	6	7	2	2
25600000	8	3	5	7	4	2	1
25620000	6	3	5	6	5	2	2
25640000	5	3	7	6	5	2	2
25660000	5	3	5	6	5	2	2
25680000	5	6	5	5	5	2	2
25700000	6	3	6	6	6	2	2
25720000	6	3	5	7	4	2	1
25740000	6	3	7	7	5	2	1
25760000	5	3	7	7	4	2	1
25780000	5	3	6	8	5	2	1
25800000	5	3	5	6	5	2	2
25820000	5	3	5	6	5	2	2
25840000	5	3	5	6	5	3	2
25860000	5	3	5	5	5	2	2
25880000	5	3	5	6	5	2	2
25900000	7	3	5	5	5	3	2
25920000	6	3	5	5	5	2	2
25940000	5	3	5	6	5	2	2
25960000	5	3	5	6	5	2	2
25980000	5	3	6	6	5	2	2
26000000	6	3	7	7	6	2	2
26020000	5	3	4	5	4	2	2
26040000	5	3	5	6	6	2	2
26060000	6	3	4	10	5	2	2
26080000	5	3	6	7	5	2	2
26100000	5	3	4	5	5	2	2
26120000	6	3	5	5	5	2	2
26140000	5	3	5	6	7	2	2
26160000	5	3	5	6	6	2	2
26180000	5	3	5	5	6	2	2
26200000	5	3	5	7	5	2	3
26220000	5	3	4	8	5	2	2
26240000	6	3	4	6	5	2	2
26260000	5	3	4	7	4	2	1
26280000	6	3	8	6	4	2	1
26300000	6	3	5	8	4	2	1
26320000	6	3	5	8	5	2	2
26340000	8	3	5	6	5	2	2
26360000	5	3	6	5	6	2	2
26380000	5	3	5	5	5	2	2
26400000	6	3	7	6	5	2	2
26420000	5	3	6	6	6	2	2
26440000	5	3	5	5	6	3	2
26460000	5	3	5	7	5	2	2
26480000	7	3	6	9	7	3	2
26500000	5	3	5	6	6	2	2
26520000	5	3	5	6	5	2	2
26540000	9	3	5	5	5	2	2
26560000	5	3	5	6	5	2	2
26580000	6	3	5	7	6	2	2
26600000	5	3	5	5	5	2	2
26620000	6	3	5	7	5	2	2
26640000	6	3	7	6	5	2	2
26660000	5	3	5	6	6	2	2
26680000	5	3	6	6	6	2	3
26700000	6	3	6	5	6	2	2
26720000	5	3	5	7	5	2	2
26740000	5	3	5	6	7	2	4
26760000	5	3	5	6	5	2	2
26780000	5	3	5	5	5	2	2
26800000	5	3	7	7	8	2	2
26820000	5	3	6	6	6	2	2
26840000	5	3	5	7	5	2	2
26860000	5	3	5	6	5	2	2
26880000	5	3	5	6	5	2	2
26900000	5	3	5	8	6	2	2
26920000	5	3	5	6	6	2	2
26940000	5	3	4	7	5	3	2
26960000	9	3	5	6	7	2	2
26980000	7	3	5	6	5	2	2
27000000	5	3	5	5	5	3	2
27020000	5	3	4	7	5	2	2
27040000	5	3	5	7	5	2	2
27060000	5	3	7	8	6	2	2
27080000	5	3	8	7	5	2	2
27100000	6	3	7	7	7	2	2
27120000	6	3	6	8	8	2	2
27140000	5	3	6	7	7	2	2
27160000	7	3	6	5	5	2	2
27180000	6	3	5	6	5	3	2
27200000	5	3	6	7	5	2	2
27220000	6	3	5	7	5	2	2
27240000	6	3	6	6	5	2	2
27260000	7	3	6	6	5	2	2
27280000	5	3	5	6	6	2	2
27300000	5	3	7	6	5	2	2
27320000	6	3	6	5	5	2	2
27340000	5	3	6	5	5	2	2
27360000	7	3	6	5	5	2	2
27380000	6	3	6	6	5	2	2
27400000	6	3	11	5	5	2	2
27420000	5	3	6	6	5	2	2
27440000	5	3	6	5	5	2	2
27460000	5	3	6	5	6	2	2
27480000	5	3	5	6	5	2	2
27500000	5	3	6	7	10	2	2
27520000	6	3	7	7	6	2	2
27540000	5	3	6	9	5	2	2
27560000	7	3	5	7	4	2	2
27580000	7	3	6	6	4	2	1
27600000	6	3	5	6	5	3	2
27620000	5	3	5	5	5	2	2
27640000	8	3	6	6	6	2	2
27660000	7	3	4	7	5	3	3
27680000	5	3	5	5	5	2	2
27700000	6	3	5	5	5	2	2
27720000	5	3	4	7	4	2	1
27740000	7	3	4	8	7	2	1
27760000	5	3	4	7	4	2	1
27780000	5	3	4	6	4	2	2
27800000	5	3	6	7	7	2	2
27820000	6	3	4	6	7	2	2
27840000	5	3	5	6	5	2	2
27860000	7	3	6	6	5	2	2
27880000	5	3	3	5	4	2	2
27900000	5	3	5	6	5	2	2
27920000	5	3	5	6	5	2	2
27940000	6	3	4	7	5	2	2
27960000	5	3	5	6	5	2	2
27980000	6	4	6	7	5	2	2
28000000	6	3	5	6	5	2	2
28020000	6	3	5	7	5	2	2
28040000	5	3	5	6	5	2	2
28060000	5	3	4	7	5	2	2
28080000	5	3	4	6	5	2	2
28100000	5	3	4	5	5	2	2
28120000	5	3	6	7	5	2	2
28140000	6	3	6	7	4	2	1
28160000	8	3	6	6	4	2	1
28180000	5	3	4	6	4	2	2
28200000	6	3	5	6	4	2	1
28220000	5	3	4	7	4	2	1
28240000	5	3	5	7	4	2	2
28260000	6	3	5	6	5	2	2
28280000	7	3	5	6	4	2	1
28300000	7	3	7	7	5	2	1
28320000	7	3	5	6	4	2	1
28340000	8	3	7	9	4	2	1
28360000	5	3	7	7	5	2	1
28380000	6	3	8	6	5	2	1
28400000	6	3	5	7	4	2	1
28420000	6	3	6	6	5	2	1
28440000	7	3	5	6	4	2	1
28460000	6	3	7	7	4	2	1
28480000	7	3	4	7	5	2	1
28500000	7	3	4	7	4	2	1
28520000	8	3	5	6	4	2	1
28540000	9	3	5	6	4	2	1
28560000	8	3	5	6	4	2	1
28580000	5	3	9	6	4	2	1
28600000	5	3	3	8	4	2	1
28620000	6	3	4	8	5	2	1
28640000	7	3	4	8	4	3	1
28660000	7	3	4	6	4	2	1
28680000	6	3	4	7	4	2	1
28700000	7	3	4	8	4	2	1
28720000	5	3	5	6	5	3	1
28740000	6	3	4	6	4	3	1
28760000	6	3	4	7	4	2	1
28780000	7	3	4	7	4	2	1
28800000	6	3	4	7	4	3	1
28820000	5	3	4	6	4	2	2
28840000	5	3	4	6	6	2	1
28860000	5	3	4	6	4	2	1
28880000	5	3	4	6	4	2	1
28900000	5	3	4	7	5	2	1
28920000	5	3	5	7	4	2	1
28940000	5	3	4	7	4	2	1
28960000	5	3	4	7	5	2	2
28980000	5	3	6	8	5	2	2
29000000	5	3	5	6	5	2	2
29020000	5	3	4	7	5	2	2
29040000	5	3	7	8	4	2	1
29060000	5	3	5	8	4	2	1
29080000	5	3	7	6	5	2	1
29100000	5	3	4	6	4	2	1
29120000	5	3	5	6	4	2	1
29140000	6	3	4	6	4	2	1
29160000	5	3	4	6	5	3	1
29180000	7	3	4	7	4	2	2
29200000	6	3	4	7	4	2	1
29220000	7	3	4	6	5	2	1
29240000	7	3	5	7	4	2	1
29260000	5	3	5	8	5	2	1
29280000	5	3	4	6	6	2	1
29300000	6	3	4	7	4	2	1
29320000	6	3	6	6	6	2	1
29340000	7	3	5	6	5	2	1
29360000	5	3	6	7	4	2	1
29380000	5	3	6	6	5	2	1
29400000	5	3	4	7	5	2	2
29420000	7	3	6	7	5	2	2
29440000	5	3	5	7	5	3	2
29460000	7	3	6	6	5	2	2
29480000	6	3	7	8	7	2	2
29500000	5	3	4	6	5	2	2
29520000	5	3	5	6	6	2	2
29540000	5	3	5	6	5	2	2
29560000	5	3	5	6	6	2	2
29580000	5	3	6	6	5	2	2
29600000	7	3	7	6	4	2	1
29620000	5	3	5	6	6	2	2
29640000	6	3	5	5	5	2	2
29660000	9	3	5	6	8	2	2
29680000	5	3	5	6	5	2	2
29700000	5	3	6	6	5	2	2
29720000	5	3	4	5	5	2	2
29740000	5	3	5	6	5	2	2
29760000	5	3	4	5	5	2	2
29780000	5	3	4	7	6	3	2
29800000	5	3	6	8	5	2	2
29820000	5	3	5	7	5	2	2
29840000	8	3	5	5	5	2	2
29860000	5	4	6	7	5	2	1
29880000	5	3	7	6	4	3	1
29900000	5	3	6	6	4	2	1
29920000	5	3	3	6	4	2	1
29940000	6	3	7	6	4	2	1
29960000	5	3	4	7	4	2	1
29980000	5	3	4	6	4	2	1
30000000	5	3	4	6	6	2	1
30020000	6	3	4	6	4	2	1
30040000	5	3	6	6	4	2	1
30060000	5	3	6	6	4	2	1
30080000	6	3	7	7	5	2	1
30100000	5	3	5	7	5	2	2
30120000	5	3	5	7	5	2	2
30140000	5	3	8	8	5	2	2
30160000	6	3	5	6	7	2	2
30180000	5	3	5	6	5	2	2
30200000	5	3	5	5	5	2	2
30220000	5	3	4	5	5	3	2
30240000	5	3	4	5	6	2	2
30260000	5	3	4	8	5	2	2
30280000	5	3	4	5	5	2	2
30300000	5	3	5	6	5	3	2
30320000	5	3	5	6	5	2	2
30340000	5	3	6	7	5	3	2
30360000	5	3	5	6	6	2	2
30380000	5	3	5	6	4	2	2
30400000	5	3	5	5	5	2	2
30420000	6	3	6	6	4	2	1
30440000	5	3	5	6	4	2	1
30460000	5	3	7	6	4	2	1
30480000	6	4	6	6	4	2	1
30500000	6	6	5	8	4	2	1
30520000	5	3	5	5	5	2	2
30540000	5	3	4	6	4	2	1
30560000	5	3	6	6	4	2	1
30580000	5	3	4	7	4	2	1
30600000	5	3	6	7	4	2	1
30620000	5	3	3	6	3	2	1
30640000	5	3	4	6	5	2	1
30660000	5	3	5	7	6	2	1
30680000	6	3	4	8	4	2	1
30700000	5	3	7	7	4	2	1
30720000	5	3	8	7	3	2	1
30740000	6	3	7	7	4	2	1
30760000	8	3	4	8	4	2	1
30780000	5	3	4	10	5	2	1
30800000	5	3	4	6	5	2	1
30820000	6	3	4	6	4	2	1
30840000	7	3	7	9	4	2	1
30860000	7	3	4	7	4	2	1
30880000	8	3	4	7	4	2	1
30900000	8	3	4	8	4	2	2
30920000	7	3	4	6	4	3	1
30940000	6	3	6	7	4	2	1
30960000	5	3	5	5	5	2	2
30980000	5	3	5	6	6	2	2
31000000	6	3	5	6	4	2	3
31020000	5	3	5	5	5	2	2
31040000	5	3	5	5	5	2	2
31060000	5	3	4	6	5	2	2
31080000	5	3	5	6	5	2	2
31100000	6	3	5	6	5	2	2
31120000	5	3	6	6	5	3	3
31140000	5	3	5	5	5	2	2
31160000	6	3	5	7	6	2	3
31180000	6	3	5	5	5	2	3
31200000	6	3	6	5	5	2	2
31220000	5	3	5	7	6	2	2
31240000	5	3	5	5	6	2	2
31260000	5	3	5	6	5	2	2
31280000	5	3	5	8	5	2	2
31300000	5	3	5	9	5	2	2
31320000	6	3	5	6	5	2	2
31340000	6	3	5	6	5	2	2
31360000	6	3	5	6	5	2	2
31380000	5	3	5	8	5	2	2
31400000	5	3	6	7	5	2	2
31420000	5	3	5	7	5	2	2
31440000	5	3	5	6	7	2	2
31460000	5	3	6	6	5	2	2
31480000	6	3	8	6	5	2	2
31500000	5	3	6	6	4	2	1
31520000	6	3	6	6	4	2	1
31540000	6	3	6	8	4	2	1
31560000	5	3	7	7	4	3	3
31580000	8	3	6	6	4	2	1
31600000	7	3	8	6	4	2	1
31620000	9	3	4	6	4	2	1
31640000	5	3	7	7	4	2	1
31660000	5	3	5	7	5	2	2
31680000	6	3	4	7	7	2	2
31700000	6	3	5	6	4	2	1
31720000	7	3	4	7	4	2	1
31740000	5	3	4	7	6	2	1
31760000	6	3	4	8	4	2	1
31780000	5	3	4	6	5	2	1
31800000	5	3	4	8	4	2	1
31820000	5	3	4	6	4	2	2
31840000	5	3	6	7	5	2	1
31860000	5	3	8	7	4	2	1
31880000	5	3	4	7	8	2	2
31900000	6	3	4	7	5	2	2
31920000	5	3	5	6	5	2	2
31940000	5	3	4	6	5	2	2
31960000	6	3	4	7	5	2	2
31980000	5	3	8	7	5	2	2
32000000	5	3	4	7	5	2	2
32020000	5	3	7	7	4	2	2
32040000	5	3	9	8	5	2	2
32060000	7	3	4	7	5	2	2
32080000	5	3	6	8	4	3	1
32100000	6	3	5	6	5	3	1
32120000	6	3	7	6	4	2	1
32140000	5	3	7	7	4	3	1
32160000	6	3	5	7	5	2	2
32180000	6	3	6	6	4	2	1
32200000	5	3	4	6	5	3	1
32220000	5	3	7	7	4	2	1
32240000	5	3	6	6	5	2	1
32260000	5	3	7	7	4	2	1
32280000	5	3	7	7	5	2	1
32300000	5	3	6	8	4	2	1
32320000	5	3	8	6	4	2	1
32340000	6	3	4	7	5	2	1
32360000	6	3	5	6	5	2	2
32380000	5	3	7	5	5	2	2
32400000	5	3	4	6	6	2	2
32420000	5	3	4	5	4	2	3
32440000	5	3	5	6	6	2	2
32460000	5	3	4	7	7	2	2
32480000	6	3	6	8	5	2	1
32500000	5	3	6	6	4	2	1
32520000	5	3	5	7	5	2	1
32540000	5	3	4	6	4	2	1
32560000	5	3	3	6	4	2	1
32580000	7	3	4	7	3	2	1
32600000	5	3	6	6	4	2	1
32620000	5	3	7	7	5	2	1
32640000	6	3	4	6	4	2	1
32660000	5	3	6	7	4	2	2
32680000	6	3	3	7	3	2	1
32700000	5	3	4	6	4	2	1
32720000	5	3	4	9	5	2	1
32740000	5	3	5	7	4	2	1
32760000	6	3	4	9	5	2	2
32780000	5	3	5	7	4	2	1
32800000	5	3	4	7	4	2	1
32820000	6	3	6	9	4	2	1
32840000	5	3	7	6	4	2	1
32860000	5	3	4	6	5	2	1
32880000	5	3	4	7	4	2	1
32900000	5	3	6	7	4	2	1
32920000	5	3	4	8	4	2	1
32940000	5	3	4	8	4	2	1
32960000	5	3	4	7	5	2	1
32980000	7	3	4	7	4	2	1
33000000	6	3	4	7	4	2	1
33020000	5	3	4	7	4	2	1
33040000	5	3	4	6	5	2	1
33060000	6	3	4	6	4	2	1
33080000	5	3	4	6	4	2	2
33100000	6	3	4	7	4	2	1
33120000	6	3	4	6	4	2	1
33140000	5	3	4	8	5	2	1
33160000	5	3	4	6	4	2	1
33180000	5	3	5	6	4	2	1
33200000	6	3	6	7	4	2	2
33220000	6	3	6	6	3	2	2
33240000	7	3	4	7	5	2	1
33260000	5	4	4	7	5	3	1
33280000	7	3	10	6	4	2	1
33300000	5	3	5	8	4	2	1
33320000	5	3	4	6	4	2	1
33340000	7	3	4	8	4	2	1
33360000	6	3	4	8	4	2	2
33380000	6	3	7	7	4	2	1
33400000	5	3	4	6	4	2	1
33420000	5	3	5	7	4	2	1
33440000	6	3	8	7	5	2	1
33460000	7	3	4	6	4	2	1
33480000	6	3	3	7	6	2	2
33500000	6	3	4	6	4	2	1
33520000	6	3	4	7	4	2	1
33540000	5	3	6	7	4	2	1
33560000	5	3	3	7	4	2	1
33580000	5	3	5	6	4	2	1
33600000	6	3	4	6	3	2	1
33620000	5	3	6	7	4	2	2
33640000	8	3	6	7	4	2	1
33660000	6	3	6	7	4	3	1
33680000	6	3	6	6	4	2	1
33700000	6	3	6	7	4	2	1
33720000	5	3	6	7	4	3	1
33740000	5	3	6	7	4	2	1
33760000	5	3	5	9	5	2	2
33780000	5	3	4	5	4	2	2
33800000	5	3	5	5	5	2	2
33820000	5	3	5	5	5	2	2
33840000	6	3	6	6	5	2	2
33860000	6	3	5	6	5	2	2
33880000	5	3	5	6	5	2	2
33900000	5	3	5	6	5	2	2
33920000	5	3	6	6	8	2	3
33940000	5	3	5	6	5	2	2
33960000	6	4	5	6	5	2	2
33980000	5	3	4	6	4	2	2
34000000	6	3	6	6	6	2	2
34020000	5	3	5	5	4	2	2
34040000	5	3	7	6	5	2	2
34060000	5	3	4	6	6	2	2
34080000	5	3	5	7	5	2	3
34100000	6	3	5	6	5	2	2
34120000	5	3	5	6	6	2	2
34140000	5	3	5	7	5	2	2
34160000	5	3	5	6	6	2	2
34180000	6	3	7	6	9	2	2
34200000	5	3	7	6	6	2	2
34220000	5	3	9	6	5	2	2
34240000	5	3	6	5	5	2	2
34260000	5	3	5	5	4	2	2
34280000	5	3	5	5	6	2	2
34300000	5	3	5	7	6	2	2
34320000	5	3	5	6	5	2	3
34340000	5	3	5	6	5	2	2
34360000	5	3	5	7	5	2	2
34380000	5	3	5	7	7	2	2
34400000	5	3	5	7	5	2	2
34420000	5	3	5	6	5	2	2
34440000	5	3	6	6	5	2	2
34460000	5	3	5	6	5	2	2
34480000	5	3	4	7	5	2	2
34500000	6	3	5	7	5	2	2
34520000	5	3	6	6	5	2	2
34540000	5	3	5	6	5	2	2
34560000	5	3	4	6	5	3	2
34580000	5	3	5	5	5	2	2
34600000	5	3	6	6	5	2	2
34620000	5	3	5	6	5	2	2
34640000	5	3	6	8	6	3	2
34660000	5	3	4	6	5	2	2
34680000	5	3	5	7	5	2	2
34700000	5	3	5	7	6	2	2
34720000	5	3	4	6	5	2	2
34740000	5	3	5	6	6	2	2
34760000	5	3	5	6	5	2	2
34780000	6	3	4	6	5	2	2
34800000	5	3	6	6	5	2	2
34820000	5	4	5	6	5	3	2
34840000	5	3	5	6	5	3	2
34860000	5	3	5	5	6	2	2
34880000	5	3	5	6	7	2	2
34900000	5	3	5	5	4	2	2
34920000	5	3	4	5	4	2	2
34940000	6	3	4	5	5	2	2
34960000	5	3	4	8	6	3	3
34980000	5	3	5	5	5	3	2
35000000	5	3	4	6	5	2	2
35020000	5	3	5	6	5	2	2
35040000	5	3	5	5	5	2	2
35060000	6	3	5	7	6	2	2
35080000	5	3	5	6	5	2	2
35100000	5	3	5	6	5	2	2
35120000	5	3	4	6	5	3	2
35140000	5	3	5	5	7	2	2
35160000	5	3	5	6	5	2	2
35180000	5	3	8	5	4	2	2
35200000	6	4	5	6	5	2	2
35220000	6	3	8	6	5	2	2
35240000	5	3	5	6	5	2	2
35260000	5	3	5	6	5	2	2
35280000	5	3	5	7	5	2	2
35300000	5	3	5	6	5	2	2
35320000	5	3	6	7	5	2	2
35340000	5	3	4	7	3	2	1
35360000	5	3	4	8	3	2	1
35380000	5	3	3	6	5	3	1
35400000	5	3	4	7	4	2	1
35420000	6	3	8	7	4	2	1
35440000	7	3	4	7	4	2	1
35460000	6	3	5	7	4	2	1
35480000	6	3	6	7	4	2	2
