states	PB1	PB2	PA	HA	NP	NA	NS
24200000	5	4	3	5	4	4	12
24220000	4	4	3	5	3	3	9
24240000	4	4	3	5	4	4	10
24260000	4	4	3	6	3	4	10
24280000	4	4	2	4	5	2	12
24300000	4	4	2	4	4	2	8
24320000	4	4	2	5	4	2	9
24340000	5	4	2	5	6	3	8
24360000	4	4	2	5	6	3	9
24380000	4	4	2	4	3	3	12
24400000	5	4	3	5	3	2	10
24420000	4	4	2	5	6	3	10
24440000	4	4	4	5	4	2	9
24460000	4	6	4	6	4	3	9
24480000	5	3	2	5	4	2	9
24500000	4	4	3	5	7	2	8
24520000	4	4	2	5	4	2	9
24540000	4	5	2	4	4	2	13
24560000	4	4	2	4	4	2	8
24580000	5	3	3	4	4	2	12
24600000	4	4	2	5	4	3	9
24620000	4	4	2	4	4	4	10
24640000	4	4	3	5	4	3	10
24660000	4	5	2	5	4	3	10
24680000	4	4	6	5	3	3	10
24700000	4	4	3	4	5	2	11
24720000	4	4	3	6	5	2	11
24740000	4	5	5	5	4	2	9
24760000	4	3	5	5	4	2	8
24780000	4	4	2	6	3	2	10
24800000	4	4	2	4	7	2	10
24820000	4	3	2	4	4	2	10
24840000	4	4	3	6	4	2	9
24860000	4	3	6	4	3	3	10
24880000	4	4	4	4	3	2	9
24900000	4	3	5	5	4	2	9
24920000	4	4	2	5	3	2	8
24940000	4	4	2	5	4	3	10
24960000	4	3	4	5	4	2	9
24980000	4	3	3	5	4	2	8
25000000	4	4	4	5	4	3	11
25020000	4	4	3	5	5	2	14
25040000	4	4	2	4	4	2	10
25060000	5	4	3	4	4	4	10
25080000	5	5	2	4	4	2	10
25100000	4	4	4	5	6	2	10
25120000	4	5	4	5	3	3	9
25140000	5	5	3	5	4	2	9
25160000	5	4	4	5	6	2	9
25180000	4	3	3	5	6	2	9
25200000	4	4	4	5	4	2	9
25220000	4	4	2	4	4	2	9
25240000	4	4	2	5	4	2	9
25260000	4	3	2	6	4	2	11
25280000	4	5	5	5	4	2	10
25300000	4	4	2	5	3	3	8
25320000	4	4	3	5	4	2	10
25340000	5	4	2	5	5	3	11
25360000	5	4	2	5	3	3	10
25380000	5	4	3	6	3	3	10
25400000	4	5	3	5	3	3	10
25420000	4	4	4	5	3	3	9
25440000	4	4	3	5	4	2	10
25460000	4	3	3	5	3	2	9
25480000	4	3	3	5	3	2	9
25500000	4	3	3	5	3	3	8
25520000	4	4	3	5	3	4	8
25540000	4	4	3	6	3	2	10
25560000	4	4	3	5	3	3	9
25580000	4	4	3	6	3	3	12
25600000	5	4	5	6	3	2	10
25620000	4	4	3	5	5	2	10
25640000	4	4	3	5	3	4	11
25660000	5	4	3	5	3	3	10
25680000	4	4	3	5	3	3	9
25700000	4	5	2	5	3	3	9
25720000	4	4	4	5	3	3	10
25740000	5	4	3	5	3	3	8
25760000	5	5	4	5	3	2	8
25780000	4	4	3	5	3	2	9
25800000	4	4	4	5	3	3	9
25820000	5	4	3	5	3	4	9
25840000	4	3	3	5	3	2	9
25860000	4	4	3	5	3	2	8
25880000	7	4	3	5	3	4	9
25900000	5	4	3	5	4	4	8
25920000	4	4	2	5	5	4	8
25940000	6	4	2	5	3	3	11
25960000	4	4	2	5	3	3	8
25980000	4	4	5	5	4	3	8
26000000	4	6	4	5	4	3	8
26020000	5	4	2	6	4	3	9
26040000	4	3	3	5	4	2	9
26060000	4	4	5	5	3	2	10
26080000	4	3	2	5	5	3	12
26100000	4	4	3	6	3	2	9
26120000	4	4	4	5	3	2	10
26140000	4	4	3	5	3	2	9
26160000	4	4	3	6	4	2	9
26180000	4	4	3	5	3	2	9
26200000	4	4	6	5	3	3	10
26220000	4	4	4	5	3	3	9
26240000	4	4	6	6	3	2	10
26260000	4	3	3	6	5	2	10
26280000	5	6	3	6	3	2	9
26300000	4	4	3	5	3	2	12
26320000	4	4	4	5	3	3	11
26340000	4	4	4	5	3	3	10
26360000	4	4	5	6	3	3	12
26380000	4	4	4	5	3	2	11
26400000	4	4	4	5	3	3	9
26420000	4	4	2	5	3	3	8
26440000	4	4	2	5	3	2	11
26460000	4	4	3	4	4	2	9
26480000	4	4	4	4	5	2	9
26500000	4	4	3	4	5	2	9
26520000	5	4	3	5	5	2	9
26540000	4	4	3	5	4	2	11
26560000	5	6	3	5	3	2	11
26580000	4	5	2	4	4	2	12
26600000	4	4	4	5	4	3	10
26620000	4	4	3	5	4	4	12
26640000	4	4	5	5	4	3	10
26660000	4	4	3	5	4	3	9
26680000	5	3	3	5	3	3	9
26700000	4	4	4	5	3	3	9
26720000	4	4	3	5	3	2	9
26740000	4	4	3	5	4	2	8
26760000	5	4	3	5	3	3	11
26780000	5	5	7	5	3	2	9
26800000	4	4	4	5	3	2	8
26820000	4	5	3	5	3	3	8
26840000	5	6	3	5	4	2	9
26860000	4	3	6	5	4	2	9
26880000	4	5	4	5	3	2	10
26900000	5	4	5	5	3	2	12
26920000	4	4	5	5	3	2	10
26940000	4	4	5	5	3	3	9
26960000	4	4	5	6	3	2	9
26980000	4	3	4	5	3	2	9
27000000	4	4	3	5	3	3	8
27020000	4	4	3	5	4	3	8
27040000	5	4	2	5	3	3	8
27060000	4	4	2	4	3	3	9
27080000	4	4	2	5	5	2	10
27100000	4	3	3	6	4	2	9
27120000	5	5	2	5	3	2	10
27140000	5	4	3	5	4	3	11
27160000	4	5	4	5	5	3	11
27180000	5	4	2	5	3	3	9
27200000	4	4	4	5	2	3	10
27220000	4	3	4	5	2	2	9
27240000	5	4	3	5	4	3	9
27260000	4	4	3	5	3	3	8
27280000	4	5	4	5	3	3	9
27300000	4	4	6	5	3	3	11
27320000	4	4	3	5	3	3	10
27340000	4	4	4	5	3	4	10
27360000	5	4	3	5	4	2	14
27380000	4	4	4	5	3	2	11
27400000	5	4	5	5	3	3	11
27420000	5	4	3	5	3	2	11
27440000	6	6	3	5	5	3	11
27460000	5	5	5	5	3	3	9
27480000	5	4	4	6	3	4	8
27500000	4	4	2	5	3	3	8
27520000	4	4	4	4	4	3	9
27540000	4	4	3	4	6	3	9
27560000	4	4	3	5	5	2	9
27580000	4	4	2	5	4	2	8
27600000	5	4	2	6	3	2	8
27620000	4	3	2	6	6	2	8
27640000	4	4	2	4	3	2	9
27660000	4	4	4	5	3	4	9
27680000	4	4	3	5	3	2	9
27700000	5	4	4	5	4	2	9
27720000	4	5	3	5	4	2	8
27740000	4	5	2	4	4	2	9
27760000	4	4	5	5	4	3	9
27780000	4	4	4	5	3	3	10
27800000	5	4	4	6	4	3	10
27820000	4	5	2	4	5	2	9
27840000	4	4	3	5	4	2	9
27860000	5	3	4	5	4	3	9
27880000	4	4	2	4	5	2	8
27900000	4	5	2	6	4	3	10
27920000	4	4	2	4	5	2	11
27940000	4	3	3	6	4	2	11
27960000	4	4	2	5	4	3	11
27980000	4	4	2	5	8	4	10
28000000	4	4	2	4	3	3	12
28020000	4	5	2	5	3	3	9
28040000	4	4	2	5	3	3	8
28060000	4	4	2	4	3	2	9
28080000	4	4	5	5	3	4	9
28100000	6	4	3	5	3	3	8
28120000	4	4	3	6	3	3	9
28140000	4	4	6	6	3	2	9
28160000	5	4	3	5	3	2	9
28180000	5	4	4	5	3	2	9
28200000	5	4	5	5	3	3	9
28220000	4	4	3	6	3	3	9
28240000	4	4	3	5	3	2	9
28260000	4	4	7	5	3	2	9
28280000	4	3	5	5	5	2	9
28300000	4	4	4	5	3	2	12
28320000	4	4	6	5	3	3	8
28340000	4	4	5	5	3	2	9
28360000	4	3	3	5	4	3	10
28380000	4	4	3	5	4	2	10
28400000	4	3	3	5	4	2	8
28420000	4	3	3	5	4	3	10
28440000	4	4	5	5	4	2	9
28460000	4	3	3	5	4	2	9
28480000	4	5	4	5	4	4	8
28500000	4	5	4	6	3	3	14
28520000	4	3	5	5	3	3	9
28540000	4	4	3	7	3	3	8
28560000	4	5	3	5	3	2	9
28580000	4	4	3	5	3	3	10
28600000	5	4	4	5	3	2	10
28620000	4	3	3	5	3	2	10
28640000	4	5	3	5	3	3	9
28660000	4	4	2	4	3	3	8
28680000	5	4	3	5	4	3	9
28700000	4	4	2	4	4	2	8
28720000	5	4	2	5	3	3	8
28740000	4	4	3	4	4	2	8
28760000	4	4	2	6	4	2	9
28780000	4	5	3	5	3	2	9
28800000	4	4	3	6	8	3	10
28820000	4	4	3	5	3	2	9
28840000	4	3	3	5	3	2	9
28860000	4	4	6	5	7	4	8
28880000	5	3	2	5	4	2	9
28900000	4	4	4	5	3	3	9
28920000	4	5	5	5	4	2	10
28940000	4	4	4	5	3	4	10
28960000	4	4	4	5	3	2	10
28980000	4	4	5	5	3	2	8
29000000	4	3	3	5	3	2	11
29020000	4	4	3	5	3	2	9
29040000	4	4	2	4	3	3	8
29060000	4	4	2	5	3	2	9
29080000	4	4	2	4	4	3	9
29100000	5	6	3	5	4	3	9
29120000	4	4	4	5	5	2	10
29140000	6	4	3	5	3	2	11
29160000	6	4	2	5	5	3	9
29180000	4	5	2	5	4	4	9
29200000	4	4	2	5	3	2	8
29220000	4	4	2	5	4	3	9
29240000	4	4	2	4	4	2	8
29260000	5	4	4	6	4	2	8
29280000	4	4	3	6	4	2	9
29300000	4	4	3	5	3	3	10
29320000	4	3	3	5	4	2	9
29340000	4	3	3	5	3	2	8
29360000	5	4	3	5	4	2	8
29380000	4	4	3	5	3	3	10
29400000	5	4	3	5	3	3	12
29420000	4	4	3	5	4	2	9
29440000	4	4	2	5	4	2	9
29460000	4	4	5	5	4	2	9
29480000	4	5	2	5	4	2	8
29500000	4	4	5	4	3	2	8
29520000	4	5	2	5	4	2	8
29540000	4	4	3	4	4	2	10
29560000	4	3	3	6	5	2	9
29580000	4	3	4	5	4	2	8
29600000	4	3	4	5	4	3	8
29620000	4	4	2	5	5	3	8
29640000	5	4	3	5	6	3	10
29660000	4	4	3	5	4	3	9
29680000	4	4	2	5	4	3	9
29700000	6	4	2	5	4	3	11
29720000	5	4	3	6	6	3	9
29740000	4	4	2	5	3	2	8
29760000	4	3	2	5	5	3	8
29780000	5	4	2	5	3	2	10
29800000	6	3	2	5	4	2	9
29820000	6	4	3	5	3	3	12
29840000	4	4	3	5	4	3	10
29860000	5	4	3	5	4	2	8
29880000	5	4	3	5	8	3	11
29900000	4	4	2	5	4	2	9
29920000	4	4	2	5	3	3	9
29940000	4	4	4	5	3	2	8
29960000	4	3	2	4	3	2	9
29980000	5	4	4	5	4	2	8
30000000	4	4	3	5	4	2	9
30020000	4	4	3	5	3	3	9
30040000	4	4	2	5	5	3	8
30060000	5	4	3	5	4	3	10
30080000	4	5	2	4	3	2	10
30100000	4	3	2	4	4	2	9
30120000	4	3	2	5	4	2	8
30140000	4	4	2	5	6	2	9
30160000	5	4	3	5	4	2	8
30180000	4	5	3	5	4	3	10
30200000	4	4	3	5	4	2	10
30220000	5	5	5	5	3	2	9
30240000	4	4	6	6	4	3	10
30260000	4	4	2	5	5	3	8
30280000	4	4	4	5	4	2	9
30300000	4	4	3	5	4	3	9
30320000	4	4	3	5	3	3	9
30340000	7	4	3	5	5	3	9
30360000	4	4	4	5	5	3	9
30380000	4	4	3	5	3	3	9
30400000	4	3	2	6	4	2	9
30420000	4	4	2	5	4	3	10
30440000	5	4	2	5	4	3	10
30460000	4	3	2	4	4	2	10
30480000	4	3	4	5	5	2	10
30500000	4	4	2	5	4	3	9
30520000	4	5	2	4	5	2	8
30540000	4	4	2	5	4	3	9
30560000	4	4	4	4	4	2	10
30580000	4	4	3	5	4	2	10
30600000	4	4	3	4	4	2	10
30620000	5	4	2	5	4	2	10
30640000	4	4	3	5	4	4	10
30660000	4	4	2	4	4	3	13
30680000	4	4	2	4	6	2	10
30700000	4	4	3	5	3	3	11
30720000	4	4	3	5	3	3	8
30740000	5	4	4	5	4	2	9
30760000	4	5	5	5	4	3	9
30780000	4	4	3	5	4	2	9
30800000	5	4	6	6	3	3	9
30820000	4	4	4	5	3	2	10
30840000	4	4	4	5	3	3	9
30860000	4	4	3	5	3	2	9
30880000	4	4	3	5	3	4	8
30900000	4	3	4	5	3	2	10
30920000	5	4	7	5	3	2	11
30940000	4	4	5	5	4	2	9
30960000	4	4	3	5	4	2	10
30980000	4	4	3	5	5	2	10
31000000	4	4	3	6	4	2	9
31020000	5	4	2	4	3	3	11
31040000	5	5	3	4	6	3	11
31060000	4	4	3	6	5	2	8
31080000	5	4	3	5	3	2	10
31100000	4	4	3	5	5	2	11
31120000	4	4	4	5	3	2	9
31140000	4	3	3	5	3	2	8
31160000	5	4	3	6	3	3	9
31180000	4	4	3	6	3	3	8
31200000	4	3	5	5	3	2	10
31220000	5	4	3	5	3	2	8
31240000	4	4	3	5	4	2	8
31260000	4	4	3	6	3	3	9
31280000	5	4	5	5	3	3	9
31300000	4	4	5	5	3	2	9
31320000	4	4	3	5	6	2	9
31340000	4	4	3	5	3	2	9
31360000	4	4	5	5	6	2	9
31380000	4	4	3	5	5	2	8
31400000	4	4	8	5	5	2	9
31420000	4	4	5	5	3	2	8
31440000	5	3	3	6	4	4	8
31460000	4	4	6	5	3	2	8
31480000	4	4	4	5	3	2	9
31500000	4	4	4	5	3	3	10
31520000	5	4	5	5	3	3	9
31540000	5	4	3	5	3	3	9
31560000	4	4	3	5	4	2	11
31580000	4	4	2	4	4	2	9
31600000	4	4	5	4	5	3	11
31620000	5	4	3	5	4	3	8
31640000	4	4	4	4	4	3	9
31660000	4	4	3	4	4	3	9
31680000	6	4	2	5	4	2	9
31700000	5	4	3	5	3	3	9
31720000	4	4	4	5	3	3	10
31740000	4	4	2	6	4	3	11
31760000	4	4	4	5	3	3	11
31780000	5	4	3	5	5	3	9
31800000	5	4	7	5	5	3	10
31820000	5	4	3	5	3	3	8
31840000	4	4	3	7	3	4	9
31860000	4	4	4	5	4	3	8
31880000	5	4	4	5	4	3	9
31900000	5	6	2	5	6	4	9
31920000	5	4	3	5	4	3	9
31940000	4	4	3	5	5	3	10
31960000	4	4	3	5	4	3	9
31980000	4	5	3	4	4	2	9
32000000	6	4	5	5	3	3	9
32020000	4	4	2	4	3	3	9
32040000	4	5	2	4	6	3	10
32060000	4	5	6	6	3	2	10
32080000	4	4	2	5	7	2	9
32100000	4	6	5	4	4	3	11
32120000	4	4	2	4	3	4	9
32140000	4	4	2	4	4	4	11
32160000	4	3	2	5	4	2	10
32180000	4	4	2	5	4	2	11
32200000	4	4	4	5	4	2	12
32220000	4	5	4	5	4	4	11
32240000	4	4	3	5	3	3	10
32260000	4	4	3	5	5	3	9
32280000	4	4	3	5	5	3	10
32300000	4	4	2	5	5	3	10
32320000	5	4	2	5	3	2	11
32340000	5	4	6	5	3	2	13
32360000	4	5	3	5	3	4	11
32380000	4	3	4	5	4	2	9
32400000	4	4	3	5	5	2	10
32420000	4	4	2	5	3	3	9
32440000	4	4	4	4	3	3	9
32460000	4	5	3	5	3	2	8
32480000	5	4	3	5	3	2	9
32500000	4	4	4	6	3	2	10
32520000	4	4	3	5	4	2	9
32540000	4	5	3	6	3	2	8
32560000	4	4	4	5	5	2	9
32580000	4	4	4	5	4	2	10
32600000	4	4	2	5	6	2	9
32620000	4	4	4	5	4	2	9
32640000	4	5	2	4	4	2	11
32660000	4	4	2	5	4	2	11
32680000	5	4	2	5	5	3	9
32700000	5	3	2	5	4	2	8
32720000	4	4	2	4	4	2	9
32740000	5	4	4	5	4	3	8
32760000	4	4	2	4	4	3	9
32780000	4	4	5	6	4	4	9
32800000	4	4	2	4	4	3	10
32820000	4	4	2	4	4	2	10
32840000	4	4	2	4	3	3	9
32860000	6	3	2	4	4	2	9
32880000	4	4	2	5	3	3	10
32900000	4	4	2	5	4	2	9
32920000	4	3	3	5	3	2	9
32940000	4	4	2	6	4	2	9
32960000	4	4	3	5	3	2	9
32980000	4	4	3	5	4	2	9
33000000	4	4	4	4	4	2	8
33020000	4	4	2	6	4	2	8
33040000	4	4	2	5	5	2	11
33060000	4	4	2	4	4	3	9
33080000	5	4	2	5	4	2	8
33100000	5	4	3	5	5	2	9
33120000	4	4	3	6	4	2	9
33140000	4	4	2	5	4	3	10
33160000	4	3	3	4	4	2	8
33180000	4	3	4	4	4	3	9
33200000	4	3	2	5	4	2	12
33220000	4	4	2	4	3	3	8
33240000	4	4	3	5	3	3	8
33260000	4	5	3	6	4	3	8
33280000	4	5	3	5	3	3	9
33300000	4	4	3	5	3	3	8
33320000	5	4	2	4	3	3	10
33340000	4	4	2	4	4	3	9
33360000	4	4	3	5	3	3	9
33380000	4	3	3	5	4	4	9
33400000	4	4	2	5	4	4	11
33420000	4	4	4	5	4	2	10
33440000	4	4	2	5	5	2	9
33460000	4	4	3	5	4	2	8
33480000	5	4	3	5	6	2	9
33500000	4	4	3	5	5	4	11
33520000	5	4	2	5	4	3	9
33540000	5	4	3	5	4	2	8
33560000	4	4	3	5	4	3	9
33580000	5	4	3	5	4	3	9
33600000	5	4	3	5	5	4	10
33620000	5	3	3	5	4	3	9
33640000	5	3	3	4	4	2	9
33660000	4	5	2	5	5	2	8
33680000	5	4	2	5	7	3	10
33700000	4	4	3	5	4	4	11
33720000	5	4	2	5	5	2	8
33740000	4	3	2	4	6	2	9
33760000	4	4	4	4	6	2	10
33780000	4	4	2	4	4	2	9
33800000	4	3	3	5	4	2	8
33820000	6	5	3	5	3	2	8
33840000	4	4	4	5	4	2	9
33860000	5	3	2	5	4	2	9
33880000	4	4	3	5	4	2	10
33900000	4	3	4	5	4	2	9
33920000	5	4	2	5	4	2	9
33940000	5	4	2	5	3	2	10
33960000	5	4	4	5	5	2	10
33980000	5	4	4	4	4	2	11
34000000	5	4	2	5	3	2	9
34020000	5	4	2	5	4	2	10
34040000	4	5	2	5	4	2	11
34060000	4	4	3	5	4	2	8
34080000	4	5	6	5	3	2	9
34100000	4	4	3	6	3	3	9
34120000	4	4	2	5	3	3	9
34140000	4	4	3	5	3	3	10
34160000	4	4	2	4	4	2	9
34180000	4	4	6	5	3	2	12
34200000	4	4	3	5	4	2	8
34220000	4	4	9	5	4	2	10
34240000	4	4	4	4	4	3	10
34260000	4	4	3	5	3	2	9
34280000	4	5	4	5	4	2	9
34300000	4	4	4	5	3	2	9
34320000	4	4	2	4	3	2	9
34340000	5	4	3	5	3	2	10
34360000	4	4	4	4	3	3	9
34380000	4	4	2	4	4	4	10
34400000	4	4	3	5	5	2	12
34420000	4	5	2	4	5	2	11
34440000	4	4	3	5	3	2	10
34460000	4	4	5	5	3	3	10
34480000	4	4	3	6	4	2	12
34500000	4	4	2	5	3	2	10
34520000	4	3	5	6	4	2	11
34540000	5	4	3	5	4	2	11
34560000	4	3	4	5	3	2	11
34580000	5	3	3	5	3	3	10
34600000	5	3	3	5	3	2	8
34620000	4	3	3	5	3	2	8
34640000	4	4	5	5	3	2	9
34660000	4	4	3	7	4	2	9
34680000	4	5	2	5	5	2	9
34700000	5	4	3	5	3	3	12
34720000	4	4	2	4	5	3	9
34740000	5	4	3	5	3	3	10
34760000	5	4	3	6	3	3	8
34780000	4	4	2	5	4	2	9
34800000	4	3	2	5	5	2	9
34820000	4	3	4	5	4	3	8
34840000	5	3	3	5	4	2	7
34860000	4	3	3	6	4	2	9
34880000	7	3	2	5	4	2	8
34900000	5	3	2	5	4	2	8
34920000	4	3	3	5	4	2	7
34940000	4	3	2	5	4	2	8
34960000	4	4	2	6	4	2	8
34980000	5	3	3	5	4	2	10
35000000	4	3	2	6	4	2	10
35020000	4	2	2	5	5	1	8
35040000	5	2	4	5	4	1	8
35060000	4	3	4	6	3	1	7
35080000	4	3	2	5	4	2	7
35100000	4	3	2	5	5	2	8
35120000	4	3	3	5	4	3	7
35140000	4	3	2	4	5	2	8
35160000	5	4	8	5	3	2	9
35180000	4	4	4	5	5	2	11
35200000	5	3	5	5	3	2	9
35220000	4	4	4	5	3	2	9
35240000	5	3	4	5	3	2	9
35260000	5	3	3	5	3	2	8
35280000	4	4	4	5	3	3	9
35300000	5	4	3	5	3	2	9
35320000	4	5	4	5	3	2	10
35340000	5	4	3	5	3	3	9
35360000	4	4	2	5	3	3	10
35380000	6	4	4	5	3	3	9
35400000	4	4	4	4	4	4	11
35420000	4	4	3	5	4	3	10
35440000	4	4	3	5	3	3	10
35460000	4	4	2	4	4	4	9
35480000	4	7	2	4	5	2	11
