states	PB1	PB2	PA	HA	NP	NA	MP
23080000	6	3	4	9	4	2	1
23100000	5	3	4	7	4	2	1
23120000	5	3	4	8	4	2	1
23140000	5	4	5	7	4	2	1
23160000	6	3	5	7	6	3	2
23180000	5	3	4	5	4	2	2
23200000	5	3	4	5	5	2	2
23220000	5	3	4	6	6	2	2
23240000	5	3	5	6	6	2	2
23260000	6	3	5	8	5	3	2
23280000	5	3	3	5	6	2	2
23300000	6	3	5	6	5	2	2
23320000	6	3	5	6	6	3	2
23340000	5	3	5	7	5	2	2
23360000	5	3	5	7	5	2	2
23380000	6	3	6	6	5	2	2
23400000	5	3	5	6	7	2	2
23420000	7	3	6	5	6	2	2
23440000	5	3	5	5	5	2	2
23460000	7	3	5	6	5	2	2
23480000	5	3	5	6	7	2	2
23500000	6	3	5	8	5	2	2
23520000	5	3	5	6	6	2	2
23540000	5	3	5	5	5	2	2
23560000	5	3	5	6	5	2	2
23580000	6	3	6	8	4	2	1
23600000	5	5	7	7	5	2	1
23620000	6	3	6	6	3	2	1
23640000	7	3	5	6	4	2	1
23660000	8	3	4	7	4	2	1
23680000	7	3	4	6	4	2	1
23700000	6	3	4	7	5	2	1
23720000	6	3	4	7	4	2	1
23740000	6	3	4	7	4	2	1
23760000	5	3	5	7	6	2	1
23780000	5	3	5	7	4	3	1
23800000	5	3	6	8	4	2	1
23820000	6	3	5	6	5	3	2
23840000	6	3	5	5	5	2	2
23860000	5	3	5	6	5	2	2
23880000	5	3	6	8	5	3	2
23900000	5	3	4	6	5	2	2
23920000	6	3	5	6	5	2	2
23940000	5	3	4	6	6	3	2
23960000	5	3	4	6	6	2	2
23980000	5	3	4	7	5	2	2
24000000	5	3	5	8	5	2	2
24020000	6	3	5	6	5	2	2
24040000	6	3	6	7	5	2	2
24060000	5	3	5	5	5	2	2
24080000	5	4	6	6	4	2	1
24100000	6	3	5	7	5	2	2
24120000	6	3	4	6	6	2	2
24140000	6	3	4	7	6	2	1
24160000	5	3	4	8	6	2	2
24180000	6	3	5	7	4	3	1
24200000	6	3	5	6	5	2	1
24220000	5	3	5	8	4	2	1
24240000	6	3	8	7	5	2	1
24260000	6	3	5	7	4	2	1
24280000	5	3	6	6	4	2	1
24300000	5	3	6	6	5	2	1
24320000	5	3	4	7	7	2	2
24340000	5	3	5	6	5	2	2
24360000	5	3	5	5	6	2	2
24380000	5	3	4	6	4	2	2
24400000	5	3	4	7	5	2	2
24420000	6	3	5	7	5	2	2
24440000	5	3	3	6	3	2	2
24460000	7	3	6	6	6	2	1
24480000	6	3	7	10	6	2	1
24500000	6	3	6	7	6	2	2
24520000	5	3	6	7	5	2	2
24540000	5	3	7	8	5	2	2
24560000	5	3	6	7	5	2	2
24580000	6	3	6	6	5	2	2
24600000	5	4	8	6	5	2	2
24620000	5	3	5	6	6	2	2
24640000	5	3	7	6	5	2	2
24660000	5	3	5	6	6	2	2
24680000	5	3	5	7	5	2	2
24700000	8	3	5	6	5	2	2
24720000	5	3	5	6	5	2	2
24740000	6	3	4	6	6	2	2
24760000	5	3	5	6	8	2	2
24780000	5	3	4	7	5	2	2
24800000	6	3	5	5	4	2	2
24820000	5	3	4	6	5	2	2
24840000	7	3	6	7	5	2	2
24860000	5	3	5	7	8	2	2
24880000	5	4	4	7	5	2	2
24900000	6	3	4	7	4	2	1
24920000	5	3	6	6	5	2	2
24940000	6	3	6	6	5	2	2
24960000	5	3	5	6	5	2	2
24980000	6	3	5	8	5	2	2
25000000	6	3	6	6	4	2	1
25020000	5	3	8	7	5	2	1
25040000	5	3	4	6	4	2	1
25060000	6	3	6	6	6	2	2
25080000	6	3	5	6	5	2	2
25100000	8	3	5	6	5	2	2
25120000	6	3	5	6	5	2	2
25140000	5	3	5	7	5	3	2
25160000	5	3	5	7	6	2	2
25180000	5	3	5	6	6	2	2
25200000	5	3	7	5	5	2	2
25220000	5	3	6	7	5	3	2
25240000	7	3	6	7	5	2	2
25260000	5	3	6	6	5	2	2
25280000	5	3	6	6	6	2	2
25300000	6	3	5	8	5	2	2
25320000	5	3	5	6	7	2	2
25340000	5	4	5	7	5	2	2
25360000	5	3	5	5	5	2	2
25380000	5	3	5	5	5	2	2
25400000	5	3	5	5	5	2	2
25420000	5	3	5	5	5	2	2
25440000	5	3	5	5	5	2	3
25460000	5	3	7	6	5	2	2
25480000	5	3	4	7	5	2	2
25500000	6	3	6	7	5	2	2
25520000	6	3	6	6	5	2	2
25540000	5	3	5	7	4	2	1
25560000	6	3	8	6	4	2	1
25580000	6	3	7	7	4	2	1
25600000	6	3	5	6	4	2	1
25620000	7	3	4	6	4	2	1
25640000	6	3	7	6	6	2	1
25660000	5	3	6	6	5	3	2
25680000	6	3	7	7	5	2	2
25700000	5	3	7	6	6	2	3
25720000	5	3	8	6	5	2	2
25740000	5	3	7	6	7	3	2
25760000	6	3	6	6	5	2	2
25780000	5	3	6	6	5	2	2
25800000	5	3	6	5	5	2	2
25820000	5	3	5	7	5	2	2
25840000	5	3	6	6	5	2	2
25860000	5	3	5	5	5	2	2
25880000	5	3	5	7	5	2	2
25900000	5	3	4	5	5	2	2
25920000	5	3	4	6	5	3	2
25940000	5	3	5	5	5	2	2
25960000	5	3	6	6	4	2	2
25980000	6	3	6	5	5	2	2
26000000	6	3	5	8	6	2	2
26020000	7	3	4	5	7	2	2
26040000	5	3	4	6	4	2	2
26060000	7	3	5	6	5	2	2
26080000	6	3	5	5	5	2	2
26100000	5	3	6	8	5	2	2
26120000	6	3	5	6	5	2	2
26140000	5	3	4	6	6	2	2
26160000	5	3	5	6	6	2	2
26180000	5	3	4	6	5	2	2
26200000	5	3	5	5	6	2	2
26220000	6	3	6	6	5	2	3
26240000	5	3	5	6	5	2	2
26260000	5	3	5	6	5	2	2
26280000	5	3	5	7	5	2	2
26300000	6	3	4	7	5	2	2
26320000	5	3	4	7	4	4	1
26340000	5	3	5	6	4	2	1
26360000	5	3	4	7	4	2	1
26380000	5	3	4	6	4	2	1
26400000	5	3	4	7	4	2	1
26420000	6	3	6	6	4	2	1
26440000	7	3	8	7	4	2	1
26460000	5	3	8	6	4	2	1
26480000	5	3	6	6	4	2	2
26500000	6	3	5	6	5	2	2
26520000	5	3	5	6	5	2	2
26540000	7	3	8	7	6	2	2
26560000	5	3	5	6	4	2	2
26580000	6	3	5	9	5	2	3
26600000	5	3	5	6	5	2	2
26620000	5	3	5	6	5	3	2
26640000	5	3	6	6	4	2	1
26660000	7	3	12	7	4	2	1
26680000	6	3	5	7	5	2	2
26700000	6	3	5	5	5	2	2
26720000	5	3	5	5	5	2	2
26740000	6	3	5	6	6	2	2
26760000	5	3	5	5	5	2	2
26780000	6	3	6	6	5	2	2
26800000	5	3	5	7	5	2	2
26820000	5	3	4	5	5	2	2
26840000	5	3	4	7	6	2	2
26860000	5	3	4	5	6	3	3
26880000	5	3	5	7	5	2	2
26900000	5	3	5	7	6	2	2
26920000	6	3	5	9	5	2	3
26940000	5	3	5	7	6	2	2
26960000	6	3	4	5	6	2	2
26980000	5	3	6	7	8	2	2
27000000	5	3	5	8	5	2	2
27020000	6	3	5	7	7	3	2
27040000	6	3	6	6	5	2	2
27060000	5	3	4	5	5	2	2
27080000	5	3	5	7	5	3	2
27100000	6	3	5	6	5	2	2
27120000	5	3	6	6	5	3	2
27140000	7	3	3	7	4	2	2
27160000	5	3	7	8	5	2	2
27180000	5	4	5	7	5	2	2
27200000	5	3	4	5	4	2	2
27220000	5	3	4	5	5	2	2
27240000	6	3	5	6	5	2	2
27260000	5	3	4	6	5	2	2
27280000	5	3	4	6	5	2	2
27300000	5	3	5	6	5	2	2
27320000	5	3	5	7	5	2	2
27340000	5	3	6	6	5	2	2
27360000	6	3	4	7	4	2	1
27380000	5	3	3	7	3	2	1
27400000	5	3	4	7	4	2	1
27420000	5	3	8	7	4	2	1
27440000	5	3	4	6	4	2	1
27460000	5	3	7	7	6	2	2
27480000	5	3	4	6	5	2	2
27500000	5	3	3	6	5	2	2
27520000	5	3	7	7	5	2	2
27540000	5	3	5	7	5	2	2
27560000	5	3	4	5	7	2	2
27580000	5	3	4	6	5	2	2
27600000	5	3	4	7	4	3	2
27620000	5	3	5	7	5	2	2
27640000	5	3	5	6	5	2	2
27660000	7	3	4	7	5	3	2
27680000	5	3	5	6	4	2	1
27700000	5	3	4	6	4	2	1
27720000	5	3	8	6	5	2	1
27740000	5	3	4	6	5	2	2
27760000	5	3	4	8	5	2	2
27780000	5	3	5	6	5	2	2
27800000	5	5	6	6	5	2	2
27820000	5	3	5	6	5	2	2
27840000	5	3	4	6	5	2	2
27860000	5	3	5	5	6	2	2
27880000	5	3	5	6	5	2	2
27900000	6	3	4	6	5	2	2
27920000	5	3	4	6	5	2	2
27940000	5	3	4	6	5	2	2
27960000	5	3	5	8	6	2	2
27980000	5	3	4	8	6	2	2
28000000	5	3	6	7	6	2	2
28020000	6	3	4	5	4	2	2
28040000	5	3	4	5	4	2	2
28060000	5	3	4	6	3	2	1
28080000	5	4	5	7	4	2	1
28100000	5	3	4	6	6	2	1
28120000	5	3	4	7	4	2	1
28140000	6	3	4	7	4	2	1
28160000	6	3	4	8	4	4	1
28180000	5	3	4	8	4	2	1
28200000	5	3	5	6	5	2	2
28220000	5	3	4	7	4	2	1
28240000	6	3	9	7	4	2	1
28260000	6	3	4	6	6	2	1
28280000	5	3	5	6	5	2	2
28300000	5	3	5	8	5	2	2
28320000	6	3	5	6	5	2	2
28340000	7	4	6	8	5	3	2
28360000	5	3	6	8	5	2	2
28380000	5	3	5	6	5	2	2
28400000	5	3	5	6	6	2	2
28420000	5	3	4	6	5	2	2
28440000	5	3	5	6	6	2	2
28460000	5	3	4	6	5	2	2
28480000	5	3	4	8	5	2	2
28500000	5	3	5	6	5	2	2
28520000	5	3	5	6	5	2	2
28540000	5	3	5	7	6	2	2
28560000	5	3	4	6	6	2	2
28580000	5	3	5	6	5	2	2
28600000	5	3	5	6	5	2	2
28620000	5	3	5	6	5	2	2
28640000	6	3	4	5	4	2	2
28660000	5	3	5	6	5	3	2
28680000	5	3	6	6	5	2	2
28700000	6	3	5	6	5	2	2
28720000	5	3	3	6	5	2	2
28740000	5	3	7	6	6	3	2
28760000	5	3	6	6	6	3	2
28780000	6	3	5	6	5	2	2
28800000	5	3	4	6	5	2	2
28820000	8	3	6	6	4	2	1
28840000	5	3	4	6	5	2	2
28860000	5	3	5	6	5	2	2
28880000	5	3	4	7	5	2	2
28900000	5	3	7	6	6	2	2
28920000	6	3	4	5	6	2	5
28940000	5	3	6	7	5	2	1
28960000	5	3	5	6	3	2	1
28980000	5	3	6	6	4	2	1
29000000	5	3	6	7	5	2	1
29020000	5	3	4	7	6	2	1
29040000	6	3	3	6	4	2	1
29060000	5	3	4	6	4	2	1
29080000	6	3	4	6	4	2	1
29100000	5	3	4	7	4	2	1
29120000	5	3	4	6	4	2	1
29140000	5	3	5	6	6	2	1
29160000	6	3	4	6	4	2	1
29180000	6	3	4	6	4	2	1
29200000	6	3	4	6	4	2	1
29220000	6	3	5	7	4	2	1
29240000	6	3	4	8	4	2	1
29260000	7	3	4	7	4	2	1
29280000	5	3	6	7	8	2	2
29300000	5	3	4	7	5	2	2
29320000	5	3	4	7	4	2	1
29340000	5	3	4	8	5	3	2
29360000	5	3	3	7	4	2	2
29380000	5	3	5	6	4	2	1
29400000	5	3	7	6	7	2	1
29420000	6	3	8	7	4	2	1
29440000	7	3	11	7	4	2	1
29460000	6	3	9	8	8	2	1
29480000	7	3	8	7	4	2	1
29500000	7	3	9	6	5	2	1
29520000	6	3	6	6	4	2	2
29540000	7	3	4	6	4	2	1
29560000	6	3	8	6	4	2	1
29580000	10	3	5	6	4	2	1
29600000	5	3	4	6	4	2	1
29620000	7	3	5	6	4	2	1
29640000	5	3	4	6	7	2	2
29660000	5	3	6	6	5	2	2
29680000	6	3	5	7	5	2	2
29700000	5	3	6	6	5	2	2
29720000	5	3	8	6	5	2	2
29740000	5	3	5	6	5	2	3
29760000	5	3	6	5	6	3	2
29780000	5	3	6	5	6	2	2
29800000	5	3	5	6	5	2	2
29820000	5	3	6	5	6	2	2
29840000	5	3	6	6	5	2	2
29860000	5	3	5	7	5	2	2
29880000	5	3	5	6	5	3	2
29900000	7	3	5	6	7	2	2
29920000	5	3	5	6	5	2	3
29940000	7	3	5	6	8	2	2
29960000	5	3	6	6	5	2	2
29980000	5	3	6	6	5	2	2
30000000	5	3	5	5	5	3	2
30020000	5	3	4	8	8	2	2
30040000	5	3	5	6	5	2	2
30060000	5	3	5	6	5	2	2
30080000	5	3	5	6	6	2	2
30100000	5	3	5	8	5	2	2
30120000	7	3	5	6	5	2	2
30140000	6	3	5	6	5	2	2
30160000	6	3	6	6	5	2	2
30180000	5	3	5	7	5	2	2
30200000	5	3	5	7	4	2	2
30220000	5	3	5	6	5	2	2
30240000	5	3	4	6	5	2	2
30260000	6	3	4	6	5	2	2
30280000	5	4	6	6	6	2	2
30300000	5	3	5	6	5	3	2
30320000	5	3	6	7	7	2	2
30340000	6	3	4	6	5	2	2
30360000	5	3	5	6	6	2	2
30380000	5	3	7	6	5	2	2
30400000	5	3	5	6	5	2	2
30420000	5	3	5	6	5	2	2
30440000	6	3	6	6	5	2	2
30460000	6	3	7	8	5	2	2
30480000	6	3	6	6	5	2	2
30500000	5	3	4	8	4	2	2
30520000	5	3	4	7	4	2	1
30540000	5	3	5	6	5	2	2
30560000	5	3	6	6	5	2	2
30580000	7	3	4	6	4	2	1
30600000	5	3	4	8	4	2	1
30620000	5	3	7	7	3	2	1
30640000	5	3	4	6	5	2	1
30660000	6	3	3	6	3	2	1
30680000	5	3	4	8	4	2	1
30700000	5	3	6	8	5	2	1
30720000	5	3	6	6	5	2	2
30740000	5	3	5	7	6	2	2
30760000	5	3	6	8	5	2	2
30780000	6	3	5	6	5	2	2
30800000	6	3	4	6	3	2	1
30820000	5	3	4	6	4	2	1
30840000	5	3	6	6	4	2	1
30860000	6	4	7	6	5	2	2
30880000	5	3	7	6	4	2	1
30900000	5	3	4	6	5	2	2
30920000	5	3	5	6	5	2	2
30940000	5	3	4	6	6	2	2
30960000	5	3	4	7	4	2	1
30980000	6	3	4	7	4	2	1
31000000	6	3	5	7	5	2	1
31020000	6	3	3	6	5	2	2
31040000	7	3	7	5	6	2	2
31060000	5	3	4	5	4	2	2
31080000	5	3	4	7	8	2	2
31100000	5	3	6	6	5	2	1
31120000	6	3	6	6	4	2	1
31140000	6	3	5	6	4	2	1
31160000	6	4	5	6	4	2	1
31180000	6	3	7	6	7	3	1
31200000	6	3	7	6	4	2	1
31220000	7	3	7	7	4	2	1
31240000	5	3	6	7	4	2	1
31260000	6	3	4	8	5	2	2
31280000	7	3	4	9	4	2	1
31300000	5	3	5	7	5	2	1
31320000	7	3	4	6	4	2	2
31340000	5	3	4	7	5	2	1
31360000	5	3	8	7	4	2	2
31380000	6	3	4	6	4	2	1
31400000	7	3	4	6	4	2	1
31420000	8	3	4	7	4	2	1
31440000	6	3	4	6	4	2	1
31460000	5	3	3	8	3	2	1
31480000	6	3	4	6	4	2	1
31500000	5	3	4	6	5	2	2
31520000	8	3	5	7	4	2	1
31540000	6	3	4	7	4	2	1
31560000	7	4	3	6	3	2	1
31580000	5	3	4	8	4	2	1
31600000	5	3	4	6	5	2	1
31620000	5	3	7	7	6	2	2
31640000	6	3	4	7	4	2	1
31660000	5	3	8	6	5	2	1
31680000	6	3	4	6	4	2	1
31700000	7	3	4	7	4	2	1
31720000	5	3	6	8	5	2	2
31740000	5	3	5	8	5	2	2
31760000	6	3	6	7	5	2	2
31780000	6	3	5	6	6	2	2
31800000	5	3	7	6	5	2	1
31820000	6	3	4	7	4	2	1
31840000	7	3	6	6	4	2	2
31860000	5	3	4	7	4	2	1
31880000	5	3	5	7	5	2	1
31900000	5	3	4	8	4	2	1
31920000	5	3	5	6	4	2	2
31940000	7	3	5	7	4	2	1
31960000	7	3	6	7	4	2	1
31980000	6	3	5	7	4	2	1
32000000	8	3	4	6	4	2	1
32020000	6	3	5	6	5	2	1
32040000	6	3	3	6	4	2	1
32060000	5	3	4	6	4	2	1
32080000	6	3	4	7	4	2	1
32100000	7	3	5	9	5	2	1
32120000	6	3	4	6	5	2	1
32140000	5	3	7	6	4	2	1
32160000	6	3	4	6	4	2	1
32180000	5	3	4	6	4	2	1
32200000	7	3	6	6	4	2	1
32220000	6	3	4	8	4	2	1
32240000	5	3	6	7	4	2	1
32260000	5	3	4	7	5	2	2
32280000	6	3	6	5	6	2	2
32300000	5	3	5	6	5	3	2
32320000	9	3	7	5	5	2	2
32340000	5	3	6	6	5	2	2
32360000	7	3	6	6	6	2	2
32380000	5	3	6	7	5	2	2
32400000	6	3	6	5	5	2	2
32420000	5	3	6	7	7	2	2
32440000	5	3	6	6	5	2	2
32460000	8	3	5	6	5	2	2
32480000	5	3	4	6	4	2	1
32500000	5	3	6	6	5	2	1
32520000	6	3	6	7	5	2	2
32540000	6	3	6	8	5	2	2
32560000	5	3	5	8	6	2	2
32580000	7	3	5	7	5	2	2
32600000	5	3	5	6	5	2	2
32620000	5	3	4	7	5	2	2
32640000	5	3	4	8	6	2	2
32660000	5	3	4	6	5	2	2
32680000	6	3	4	7	5	2	2
32700000	5	3	5	6	5	2	2
32720000	6	3	6	6	5	2	2
32740000	5	3	4	8	6	2	2
32760000	5	3	4	7	4	2	1
32780000	5	3	4	8	4	2	1
32800000	5	3	4	7	4	2	1
32820000	6	3	4	6	4	2	1
32840000	5	3	5	7	5	2	1
32860000	6	3	3	6	3	2	1
32880000	5	3	4	7	4	2	1
32900000	5	3	5	7	4	2	2
32920000	8	3	4	7	4	2	1
32940000	6	3	4	7	4	2	1
32960000	6	3	4	7	6	3	1
32980000	7	3	4	6	5	3	1
33000000	6	3	4	7	4	2	1
33020000	6	3	3	6	4	2	1
33040000	5	3	3	6	4	2	1
33060000	5	3	7	6	4	2	1
33080000	6	3	4	9	5	2	1
33100000	5	3	4	7	4	2	1
33120000	7	3	8	6	4	2	1
33140000	5	3	4	7	4	2	1
33160000	5	3	4	6	4	2	1
33180000	6	3	6	7	4	2	1
33200000	6	3	4	6	5	2	1
33220000	6	3	4	7	4	2	1
33240000	5	3	7	8	4	2	1
33260000	5	3	6	6	5	3	1
33280000	7	3	6	6	4	2	2
33300000	6	3	5	6	4	2	1
33320000	5	3	4	7	4	2	1
33340000	6	3	6	6	4	2	1
33360000	5	3	7	7	5	2	2
33380000	5	3	5	6	3	2	1
33400000	5	3	3	6	3	2	1
33420000	5	3	6	6	4	2	1
33440000	5	3	5	6	3	2	1
33460000	5	3	8	7	5	2	2
33480000	5	3	4	7	7	2	2
33500000	5	3	4	8	4	2	1
33520000	5	3	4	5	5	2	2
33540000	5	3	4	7	5	2	2
33560000	5	3	4	5	5	2	2
33580000	5	3	5	6	4	2	1
33600000	5	3	5	7	5	2	1
33620000	5	3	4	7	5	2	2
33640000	5	3	5	7	5	2	2
33660000	5	3	6	7	5	2	3
33680000	6	3	6	7	4	2	2
33700000	5	3	5	5	4	2	2
33720000	5	3	10	7	5	2	2
33740000	5	3	5	6	6	2	2
33760000	5	3	5	6	6	2	2
33780000	5	3	5	5	4	2	2
33800000	6	3	5	7	5	2	2
33820000	5	3	5	6	5	2	2
33840000	5	3	6	6	4	2	1
33860000	5	3	7	8	5	2	2
33880000	5	3	5	7	5	2	2
33900000	6	3	4	7	4	2	1
33920000	5	3	4	7	4	2	1
33940000	6	3	5	7	4	2	1
33960000	5	3	6	8	7	2	2
33980000	5	3	5	7	5	2	3
34000000	5	3	7	7	5	3	1
34020000	5	3	9	6	5	2	2
34040000	5	3	8	5	6	2	2
34060000	5	3	7	5	4	2	2
34080000	6	3	9	7	4	2	1
34100000	5	3	5	7	5	2	1
34120000	6	3	5	7	5	2	1
34140000	5	3	6	6	7	2	1
34160000	5	3	4	6	5	2	3
34180000	5	3	4	7	5	2	2
34200000	5	3	5	6	6	2	2
34220000	5	3	6	7	7	2	2
34240000	5	3	5	6	5	2	2
34260000	5	3	5	6	5	2	2
34280000	5	3	5	7	5	2	2
34300000	5	3	5	6	6	2	2
34320000	6	3	5	6	6	2	3
34340000	6	3	5	5	5	2	2
34360000	5	3	6	5	5	2	2
34380000	5	3	4	6	5	2	2
34400000	5	3	5	7	5	2	2
34420000	5	3	5	6	5	2	2
34440000	5	3	5	6	5	2	2
34460000	5	3	6	6	5	2	2
34480000	5	3	6	7	5	2	2
34500000	5	3	5	6	6	2	2
34520000	5	3	7	7	5	2	2
34540000	6	3	6	6	5	2	2
34560000	5	3	4	6	5	2	2
34580000	5	3	5	7	5	2	2
34600000	5	3	5	7	5	2	2
34620000	5	3	5	5	5	2	2
34640000	5	3	6	6	5	2	2
34660000	5	3	6	7	5	2	2
34680000	5	3	6	7	5	2	2
34700000	5	3	5	6	5	2	2
34720000	5	3	4	5	4	2	2
34740000	5	3	4	5	6	2	2
34760000	5	4	5	6	5	2	2
34780000	6	3	5	5	7	2	2
34800000	5	3	5	5	5	2	2
34820000	6	3	5	6	5	2	2
34840000	5	3	6	7	5	2	2
34860000	5	3	5	6	5	2	2
34880000	5	3	9	5	5	2	2
34900000	6	3	5	5	5	2	2
34920000	5	3	5	6	6	2	2
34940000	5	3	5	6	5	2	2
34960000	5	3	4	5	5	2	2
34980000	5	3	5	6	9	2	2
35000000	5	3	5	8	5	2	2
35020000	5	3	6	6	5	2	2
35040000	6	3	5	6	5	2	2
35060000	5	3	5	7	4	2	1
35080000	5	3	5	7	4	2	1
35100000	5	3	4	7	4	2	1
35120000	5	3	4	6	5	2	1
35140000	6	3	4	6	4	2	1
35160000	5	3	8	7	5	2	1
35180000	6	3	5	6	4	2	1
35200000	6	3	6	6	4	2	1
35220000	6	3	6	7	4	2	1
35240000	7	3	6	7	4	2	3
35260000	5	3	5	6	4	2	1
35280000	5	3	7	6	4	2	1
35300000	8	3	7	6	4	2	2
35320000	5	3	8	5	8	2	2
35340000	5	3	8	7	5	2	2
35360000	5	3	9	8	5	2	1
35380000	5	3	5	8	4	2	2
35400000	5	3	5	7	4	2	1
35420000	5	3	5	6	4	2	1
35440000	5	3	4	6	4	2	1
35460000	7	3	4	6	4	2	1
35480000	6	3	5	6	3	2	1
