states	PB2	PA	HA	NP	NA	MP	NS
21460000	2	6	3	5	2	2	4
21480000	2	5	4	7	2	2	5
21500000	2	5	4	5	2	2	4
21520000	3	5	4	6	2	2	5
21540000	2	5	3	5	2	2	5
21560000	2	5	3	6	2	2	4
21580000	2	5	3	5	2	2	4
21600000	2	5	3	5	2	2	6
21620000	2	5	3	5	2	2	3
21640000	3	4	3	5	2	2	3
21660000	2	6	3	5	2	2	3
21680000	2	5	3	7	2	2	4
21700000	2	5	3	5	2	2	4
21720000	2	5	4	5	2	2	4
21740000	2	6	4	7	2	2	4
21760000	2	5	4	5	2	2	5
21780000	2	5	4	5	2	2	5
21800000	3	6	4	5	2	2	6
21820000	2	5	4	7	2	2	4
21840000	2	5	3	5	2	3	5
21860000	3	5	3	5	2	2	5
21880000	2	5	3	5	2	2	5
21900000	2	5	3	7	2	2	5
21920000	3	5	3	5	2	2	5
21940000	2	5	4	5	2	2	5
21960000	2	6	4	5	2	2	6
21980000	2	5	3	5	2	2	5
22000000	2	5	3	5	2	2	4
22020000	2	5	3	6	2	2	4
22040000	2	5	3	5	2	2	4
22060000	2	5	3	5	2	2	5
22080000	2	4	4	6	2	2	5
22100000	2	5	3	5	2	2	4
22120000	2	5	3	5	2	2	5
22140000	3	5	4	5	2	2	5
22160000	2	5	3	5	2	2	5
22180000	2	5	3	5	2	2	5
22200000	3	5	3	5	2	2	4
22220000	3	5	3	5	2	2	4
22240000	3	6	3	5	2	2	4
22260000	2	5	3	5	2	2	6
22280000	2	5	3	5	2	5	4
22300000	2	5	3	5	2	2	4
22320000	2	5	3	5	2	2	4
22340000	2	5	3	5	2	2	3
22360000	3	5	4	5	2	2	4
22380000	2	4	3	5	2	2	6
22400000	2	5	3	5	2	2	5
22420000	2	5	3	5	2	2	4
22440000	2	5	3	5	2	2	5
22460000	2	5	3	6	2	2	4
22480000	2	5	3	5	2	2	4
22500000	3	5	3	5	3	2	5
22520000	2	5	3	5	2	2	4
22540000	3	5	3	5	2	3	4
22560000	2	5	3	5	2	2	3
22580000	2	5	3	5	2	2	5
22600000	3	6	4	7	2	2	4
22620000	2	5	4	5	2	2	5
22640000	2	5	3	5	2	2	4
22660000	2	5	3	5	2	2	4
22680000	2	6	3	5	2	2	3
22700000	2	5	3	5	2	2	3
22720000	2	5	4	5	3	2	4
22740000	2	5	4	5	2	2	5
22760000	2	6	3	5	2	2	4
22780000	3	5	4	5	2	2	4
22800000	3	6	3	5	2	2	5
22820000	2	6	4	5	2	2	4
22840000	2	4	3	5	2	2	4
22860000	2	5	3	5	2	2	4
22880000	2	5	3	6	2	2	5
22900000	3	5	3	5	2	2	4
22920000	3	5	3	5	3	4	4
22940000	2	6	4	5	2	2	4
22960000	2	5	3	5	2	2	4
22980000	2	6	3	5	2	2	4
23000000	2	5	3	5	2	2	4
23020000	2	7	3	5	2	2	3
23040000	2	4	3	5	3	2	5
23060000	2	5	3	5	2	2	4
23080000	2	5	3	5	2	2	5
23100000	2	5	3	6	2	2	4
23120000	3	5	4	5	2	2	4
23140000	2	5	4	5	2	2	4
23160000	2	5	4	5	2	2	4
23180000	2	5	3	5	2	2	4
23200000	2	5	3	5	2	2	6
23220000	2	5	3	5	2	2	4
23240000	2	5	3	5	2	2	4
23260000	2	6	3	5	2	2	4
23280000	2	5	3	5	2	2	4
23300000	2	4	3	5	2	2	4
23320000	2	5	3	5	2	2	4
23340000	2	4	3	5	2	2	4
23360000	2	5	3	5	2	2	4
23380000	2	5	3	5	2	4	4
23400000	2	5	4	5	2	2	5
23420000	2	5	3	5	2	2	3
23440000	2	5	3	5	2	2	4
23460000	2	5	4	6	2	2	3
23480000	3	5	4	5	2	2	4
23500000	2	5	3	5	2	2	4
23520000	2	5	3	6	2	2	4
23540000	2	5	3	5	2	2	4
23560000	2	5	4	5	2	2	6
23580000	3	6	4	5	2	2	4
23600000	2	5	3	5	2	2	6
23620000	3	6	3	6	3	2	4
23640000	2	5	3	5	3	2	4
23660000	2	5	3	6	2	4	4
23680000	2	5	3	5	2	2	5
23700000	2	6	4	7	2	2	5
23720000	2	6	3	5	2	2	5
23740000	2	5	3	5	2	2	5
23760000	2	5	3	8	2	2	4
23780000	2	5	3	5	2	2	4
23800000	2	7	4	5	3	2	4
23820000	2	6	3	7	2	2	4
23840000	2	6	3	5	2	2	5
23860000	3	5	3	5	2	2	5
23880000	2	5	3	5	2	2	4
23900000	2	7	3	7	2	2	4
23920000	2	6	4	5	2	3	5
23940000	2	5	3	8	2	2	5
23960000	2	5	3	5	2	2	5
23980000	2	5	4	5	2	2	5
24000000	2	5	4	5	2	2	4
24020000	3	5	3	5	2	2	3
24040000	2	5	3	5	2	2	5
24060000	2	6	3	6	2	2	5
24080000	2	6	3	5	2	2	5
24100000	2	5	3	5	2	2	5
24120000	2	6	3	5	2	2	3
24140000	2	4	3	5	2	2	6
24160000	2	5	3	6	2	2	6
24180000	2	5	3	5	2	2	5
24200000	2	6	3	5	3	2	5
24220000	2	5	3	5	2	2	4
24240000	2	5	3	5	2	2	6
24260000	2	5	3	5	2	2	5
24280000	2	5	4	5	2	2	5
24300000	2	5	4	5	2	2	4
24320000	2	5	4	7	2	2	5
24340000	2	5	4	5	2	2	4
24360000	3	5	4	5	2	2	6
24380000	2	5	4	7	2	2	5
24400000	2	5	3	5	2	2	8
24420000	2	6	3	5	2	2	5
24440000	2	5	3	5	2	2	5
24460000	2	5	3	5	2	2	4
24480000	2	5	4	5	3	2	5
24500000	2	5	4	6	3	2	5
24520000	2	5	3	5	2	2	4
24540000	2	5	4	5	2	2	5
24560000	2	6	3	5	2	2	4
24580000	2	5	4	5	2	2	7
24600000	3	5	3	5	2	2	5
24620000	2	5	3	5	2	3	5
24640000	2	6	4	5	2	2	5
24660000	2	5	3	5	2	2	5
24680000	2	6	3	5	2	2	3
24700000	2	6	4	5	2	2	3
24720000	2	5	4	5	2	2	4
24740000	2	5	3	5	2	2	4
24760000	3	5	3	6	3	2	4
24780000	2	4	4	5	2	2	3
24800000	2	5	3	5	2	2	3
24820000	2	5	3	5	2	2	4
24840000	2	5	3	5	2	2	3
24860000	3	5	3	5	2	2	3
24880000	2	5	3	5	3	2	4
24900000	3	5	3	5	2	2	5
24920000	2	4	4	5	2	2	5
24940000	2	5	3	5	2	2	4
24960000	2	5	4	5	2	2	4
24980000	2	5	3	5	2	2	5
25000000	2	6	3	5	2	2	4
25020000	3	6	4	5	2	2	5
25040000	2	5	3	5	2	2	3
25060000	3	4	4	5	2	2	4
25080000	2	5	3	5	2	4	4
25100000	3	5	3	5	2	2	5
25120000	2	7	4	6	2	2	3
25140000	2	5	3	5	2	2	5
25160000	3	5	3	7	3	2	4
25180000	2	5	3	5	2	2	4
25200000	2	5	4	5	2	2	3
25220000	2	5	3	5	2	2	4
25240000	3	6	3	5	2	2	5
25260000	2	5	3	5	2	2	4
25280000	2	6	3	5	2	2	4
25300000	2	5	4	5	2	2	5
25320000	2	4	3	5	3	2	4
25340000	2	6	3	5	2	2	5
25360000	2	7	3	5	2	4	4
25380000	2	5	4	8	2	2	5
25400000	2	5	4	5	3	2	6
25420000	2	5	3	5	2	2	4
25440000	3	5	3	5	2	2	4
25460000	2	5	3	6	3	3	5
25480000	2	5	3	5	2	2	5
25500000	2	5	4	6	2	2	4
25520000	2	5	4	5	3	2	6
25540000	2	5	4	5	2	2	6
25560000	2	5	3	5	2	2	5
25580000	2	5	3	5	2	2	4
25600000	2	5	4	5	2	4	4
25620000	2	5	3	5	2	2	4
25640000	2	6	3	5	2	2	5
25660000	2	5	3	5	2	2	4
25680000	2	5	3	5	2	2	4
25700000	2	5	3	5	2	2	4
25720000	2	5	3	5	2	2	6
25740000	3	4	4	5	2	2	4
25760000	3	6	4	5	2	2	3
25780000	3	6	4	5	2	2	5
25800000	3	5	4	5	2	2	4
25820000	3	5	4	5	2	2	4
25840000	2	5	3	7	2	2	3
25860000	3	5	3	5	2	2	5
25880000	3	6	3	6	2	2	4
25900000	2	5	4	5	2	2	4
25920000	2	5	3	5	2	2	6
25940000	3	5	4	5	2	2	4
25960000	3	6	4	5	2	2	4
25980000	3	8	4	7	2	2	3
26000000	3	5	4	5	4	2	5
26020000	3	5	3	7	2	2	6
26040000	2	5	3	5	2	2	4
26060000	2	5	4	5	2	2	4
26080000	2	6	4	5	2	2	4
26100000	2	5	4	5	2	2	4
26120000	2	5	3	5	2	2	5
26140000	2	6	3	5	2	2	4
26160000	2	5	3	5	2	2	3
26180000	3	5	4	5	2	2	4
26200000	3	5	3	5	2	2	5
26220000	2	5	3	5	2	2	5
26240000	2	5	4	5	2	2	5
26260000	2	6	3	5	2	2	5
26280000	2	5	3	5	3	2	5
26300000	3	6	4	5	2	2	4
26320000	2	5	3	6	2	2	6
26340000	2	5	3	7	2	2	5
26360000	2	5	3	5	2	2	5
26380000	2	5	4	5	2	4	5
26400000	3	6	3	6	2	2	4
26420000	2	5	3	5	3	2	3
26440000	3	5	3	5	2	2	3
26460000	2	5	3	5	2	2	4
26480000	3	5	3	5	2	2	4
26500000	2	5	3	6	2	2	4
26520000	2	5	4	8	2	2	4
26540000	2	5	3	5	2	2	5
26560000	2	5	3	5	2	2	5
26580000	2	5	3	5	2	2	4
26600000	2	5	4	5	2	2	5
26620000	3	5	4	5	2	2	4
26640000	2	4	3	5	2	2	4
26660000	2	5	4	5	2	2	4
26680000	2	7	3	7	2	2	4
26700000	3	5	3	7	2	2	5
26720000	2	6	4	5	2	2	4
26740000	2	4	4	7	2	2	5
26760000	2	4	3	5	3	2	6
26780000	3	5	4	8	2	2	4
26800000	3	6	3	5	2	2	5
26820000	2	5	3	5	2	2	4
26840000	2	5	3	5	2	2	5
26860000	2	5	3	5	2	2	5
26880000	2	6	4	5	2	2	6
26900000	2	5	3	5	2	2	4
26920000	2	5	3	5	2	2	4
26940000	3	5	3	5	2	2	4
26960000	2	5	3	5	3	2	4
26980000	2	5	3	5	2	2	4
27000000	3	5	3	5	2	2	3
27020000	2	5	3	5	2	2	5
27040000	2	5	3	5	2	2	4
27060000	2	5	3	6	2	2	4
27080000	2	5	4	5	2	2	4
27100000	2	6	4	5	3	2	4
27120000	3	5	4	7	2	2	6
27140000	2	5	3	5	2	2	4
27160000	2	5	4	5	2	2	4
27180000	2	5	3	5	2	2	5
27200000	2	5	4	5	2	4	4
27220000	2	5	3	5	2	2	4
27240000	2	5	3	5	2	2	5
27260000	3	5	3	5	2	2	5
27280000	2	5	3	6	3	2	5
27300000	2	5	3	5	2	2	4
27320000	2	5	3	5	2	2	6
27340000	2	5	5	7	2	2	3
27360000	2	6	3	5	3	2	4
27380000	2	4	3	5	2	2	3
27400000	2	4	4	5	2	2	5
27420000	3	5	3	5	2	2	4
27440000	2	6	3	5	2	2	4
27460000	2	5	3	5	2	2	5
27480000	2	5	4	5	2	3	4
27500000	2	5	3	5	2	2	5
27520000	2	6	4	5	2	4	4
27540000	3	4	3	5	2	2	4
27560000	2	5	4	5	2	2	4
27580000	3	5	4	5	2	2	4
27600000	2	5	3	5	2	2	4
27620000	2	5	3	5	2	2	4
27640000	2	5	3	5	2	2	4
27660000	2	4	3	5	2	2	4
27680000	2	5	3	5	2	2	4
27700000	2	5	3	5	2	2	3
27720000	2	5	3	5	2	2	4
27740000	2	5	4	5	3	2	5
27760000	2	5	3	5	2	2	4
27780000	2	5	3	5	2	2	4
27800000	2	5	3	5	2	2	4
27820000	2	5	3	5	2	2	5
27840000	2	4	3	5	2	2	4
27860000	2	4	4	7	2	2	4
27880000	2	4	4	5	2	2	5
27900000	2	5	3	5	3	2	5
27920000	3	6	4	5	2	2	4
27940000	3	6	4	5	3	2	4
27960000	3	5	4	5	3	2	4
27980000	2	6	3	5	2	2	4
28000000	2	5	3	6	2	2	4
28020000	2	5	3	7	2	2	4
28040000	2	6	3	6	2	2	5
28060000	2	5	3	5	2	2	3
28080000	3	5	3	5	2	2	4
28100000	2	7	3	6	2	2	5
28120000	2	4	4	5	2	2	3
28140000	2	5	3	7	2	4	4
28160000	2	5	5	6	2	2	4
28180000	2	5	3	5	2	2	3
28200000	2	5	3	5	2	2	5
28220000	2	5	3	5	2	2	5
28240000	2	7	3	5	2	2	4
28260000	2	6	3	6	2	2	5
28280000	2	6	3	6	2	2	4
28300000	2	5	4	6	2	2	4
28320000	2	5	4	5	2	2	5
28340000	3	5	3	5	3	2	4
28360000	2	5	4	5	3	2	5
28380000	2	5	3	5	2	2	4
28400000	2	5	4	5	2	2	5
28420000	2	7	3	5	2	2	4
28440000	3	6	3	5	2	2	4
28460000	2	5	3	5	2	2	4
28480000	2	5	4	5	2	2	5
28500000	2	5	4	5	2	2	5
28520000	2	5	3	5	2	2	6
28540000	2	5	4	5	2	2	4
28560000	2	6	4	5	3	2	4
28580000	3	5	5	5	2	2	4
28600000	3	5	4	5	2	2	3
28620000	3	5	4	7	2	2	5
28640000	3	5	4	5	2	2	4
28660000	3	5	4	5	2	2	5
28680000	2	5	3	6	2	2	5
28700000	3	5	3	5	2	2	4
28720000	3	5	3	5	2	2	4
28740000	2	5	3	5	2	2	4
28760000	2	5	3	5	2	2	4
28780000	2	4	3	5	2	2	4
28800000	2	6	3	5	2	5	3
28820000	2	5	3	5	2	2	5
28840000	3	5	3	5	3	2	6
28860000	2	5	3	5	2	2	4
28880000	3	6	4	5	2	2	4
28900000	2	5	4	5	2	4	5
28920000	2	5	3	6	2	3	4
28940000	2	5	3	5	2	2	6
28960000	2	6	3	5	2	2	5
28980000	2	5	4	5	2	2	4
29000000	2	6	3	5	2	2	4
29020000	2	5	3	5	2	2	4
29040000	2	5	4	5	2	2	5
29060000	2	4	3	6	2	2	3
29080000	2	5	3	5	2	2	4
29100000	2	5	4	5	2	2	4
29120000	2	5	3	6	3	2	4
29140000	2	4	3	6	2	2	3
29160000	2	5	4	5	2	2	4
29180000	2	5	3	5	2	2	4
29200000	2	5	3	5	2	2	4
29220000	2	7	4	5	2	2	4
29240000	2	5	3	5	2	2	4
29260000	3	5	3	6	2	2	5
29280000	2	5	3	5	2	3	4
29300000	2	5	4	5	2	2	4
29320000	2	5	3	5	2	2	5
29340000	2	5	3	5	2	2	4
29360000	3	5	4	5	3	2	4
29380000	2	5	4	5	2	2	4
29400000	3	6	4	7	2	2	7
29420000	2	5	3	7	2	2	4
29440000	2	5	3	5	2	2	4
29460000	2	8	3	5	2	3	3
29480000	2	5	4	7	2	2	4
29500000	3	5	3	5	2	2	5
29520000	2	5	4	5	2	4	4
29540000	2	4	4	6	2	2	4
29560000	2	5	3	6	2	2	3
29580000	2	5	3	5	2	2	4
29600000	2	5	3	6	2	2	4
29620000	2	5	3	7	2	2	4
29640000	3	5	4	5	2	2	4
29660000	2	5	4	5	2	2	4
29680000	2	5	3	5	2	2	5
29700000	2	5	3	5	2	2	4
29720000	2	5	3	5	2	2	4
29740000	2	6	3	5	2	2	5
29760000	2	7	3	7	2	2	5
29780000	2	6	4	6	2	2	4
29800000	2	6	3	6	2	3	6
29820000	2	5	4	5	2	2	4
29840000	2	5	3	5	2	2	5
29860000	2	7	3	5	2	2	6
29880000	2	5	3	6	2	2	4
29900000	2	5	3	5	3	2	4
29920000	2	5	4	5	2	2	4
29940000	2	5	3	6	2	2	4
29960000	3	5	3	5	2	2	8
29980000	2	5	3	10	2	2	4
30000000	2	5	3	5	2	2	5
30020000	2	4	3	5	2	2	5
30040000	3	5	4	5	2	2	6
30060000	2	5	3	5	2	2	5
30080000	2	5	4	5	2	2	4
30100000	2	5	3	5	2	2	4
30120000	2	5	3	5	2	2	5
30140000	2	5	3	5	2	2	4
30160000	2	5	3	5	2	2	4
30180000	3	5	4	5	2	2	4
30200000	3	5	4	5	2	2	4
30220000	2	5	3	5	2	2	5
30240000	2	5	3	5	2	2	4
30260000	2	5	4	5	2	2	4
30280000	2	5	3	5	2	2	5
30300000	3	4	4	5	2	2	4
30320000	2	5	3	5	2	2	7
30340000	2	5	3	5	2	2	5
30360000	2	7	3	5	3	2	3
30380000	2	5	4	7	2	2	4
30400000	2	5	3	6	2	2	5
30420000	2	5	3	5	2	2	5
30440000	2	5	5	6	2	2	6
30460000	2	5	4	5	2	2	5
30480000	2	5	3	6	2	2	4
30500000	2	5	3	5	2	2	3
30520000	2	5	3	5	2	2	4
30540000	2	5	4	5	3	2	5
30560000	2	6	3	5	2	2	5
30580000	2	5	3	5	2	2	4
30600000	2	5	3	5	3	3	4
30620000	2	6	4	5	2	2	4
30640000	3	5	3	5	2	2	4
30660000	2	6	3	7	2	2	4
30680000	3	5	3	5	2	2	4
30700000	2	7	3	5	2	2	4
30720000	2	6	3	5	2	2	4
30740000	2	5	4	5	2	2	6
30760000	3	5	3	5	2	2	4
30780000	2	5	3	5	2	2	3
30800000	2	5	3	5	2	2	3
30820000	2	8	3	6	2	2	4
30840000	2	5	4	5	3	2	4
30860000	3	5	3	7	2	2	5
30880000	3	5	4	5	2	2	5
30900000	2	5	3	5	2	2	4
30920000	2	5	3	5	2	2	6
30940000	3	5	4	5	2	2	5
30960000	3	5	3	5	2	2	4
30980000	2	5	3	5	2	2	4
31000000	3	6	4	6	3	2	4
31020000	2	5	3	5	2	2	5
31040000	2	5	3	5	2	3	4
31060000	2	5	3	6	2	2	4
31080000	2	5	3	5	2	2	5
31100000	2	5	3	5	2	2	4
31120000	2	6	3	5	2	2	4
31140000	3	5	4	5	2	2	4
31160000	2	5	3	5	2	2	5
31180000	3	5	3	6	2	2	4
31200000	2	4	3	5	3	2	4
31220000	2	7	3	5	2	2	4
31240000	2	5	3	5	2	2	5
31260000	2	5	4	5	2	2	4
31280000	2	5	3	5	2	2	5
31300000	2	5	4	7	2	2	5
31320000	2	5	3	8	2	2	4
31340000	2	4	3	7	2	2	5
31360000	3	5	3	6	2	2	5
31380000	3	5	3	5	2	2	4
31400000	2	5	3	5	2	2	4
31420000	2	5	3	5	2	4	3
31440000	2	5	4	5	2	2	5
31460000	2	5	3	5	2	2	4
31480000	2	4	3	5	2	2	5
31500000	2	5	3	5	2	2	5
31520000	2	6	3	5	2	2	3
31540000	2	6	3	5	2	2	4
31560000	2	6	3	5	2	2	4
31580000	2	5	3	5	2	2	5
31600000	2	5	3	5	2	2	5
31620000	2	5	3	5	2	2	4
31640000	2	5	4	5	2	2	4
31660000	2	6	3	5	2	2	6
31680000	2	5	3	5	2	2	5
31700000	2	5	3	5	2	2	4
31720000	2	5	4	5	2	2	6
31740000	2	6	3	5	3	2	5
31760000	2	5	3	5	2	2	6
31780000	2	6	5	5	2	2	5
31800000	2	5	3	5	2	2	4
31820000	2	5	3	5	2	2	5
31840000	2	5	4	5	2	2	4
31860000	2	5	3	6	2	2	5
31880000	2	5	3	5	3	2	4
31900000	2	5	3	5	2	2	5
31920000	2	5	3	9	4	2	5
31940000	2	5	3	5	2	2	4
31960000	2	5	3	5	2	2	4
31980000	2	5	4	5	2	2	4
32000000	2	5	3	5	2	2	3
32020000	2	5	4	5	2	2	3
32040000	2	5	3	5	2	2	4
32060000	2	5	4	7	2	2	5
32080000	3	6	4	5	2	2	4
32100000	2	5	3	6	2	2	4
32120000	2	5	3	5	2	2	3
32140000	2	5	3	5	2	2	4
32160000	3	5	4	5	2	2	5
32180000	3	4	3	5	2	2	5
32200000	3	5	3	5	2	2	4
32220000	3	5	3	7	2	2	5
32240000	2	4	4	5	2	2	6
32260000	2	6	3	5	2	2	5
32280000	3	5	4	5	2	2	5
32300000	2	5	3	5	2	2	4
32320000	2	5	3	5	2	2	6
32340000	2	4	3	5	2	2	3
32360000	3	5	4	8	2	2	3
32380000	3	6	3	5	2	2	5
32400000	2	6	3	5	2	2	4
32420000	2	5	4	5	2	2	4
32440000	3	5	3	5	2	2	4
32460000	2	6	3	8	2	2	3
32480000	2	5	3	5	3	2	5
32500000	3	5	4	5	2	2	5
32520000	3	5	3	5	2	2	4
32540000	2	5	3	5	2	2	4
32560000	2	6	3	5	2	2	3
32580000	2	6	3	5	2	2	4
32600000	2	5	3	5	2	2	3
32620000	2	6	3	5	2	2	4
32640000	2	5	4	5	2	2	5
32660000	2	5	4	5	2	2	4
32680000	3	5	4	5	2	2	4
32700000	2	6	3	5	3	2	3
32720000	3	5	4	5	2	2	3
32740000	2	5	4	6	2	2	4
32760000	2	5	3	5	3	2	4
32780000	2	6	3	5	2	2	5
32800000	2	5	3	5	2	2	4
32820000	2	6	4	5	2	2	5
32840000	2	6	3	5	3	2	4
32860000	2	6	3	6	2	2	4
32880000	2	5	3	5	2	2	5
32900000	3	5	3	5	2	2	6
32920000	2	4	3	5	3	2	6
32940000	2	5	3	5	2	2	5
32960000	3	5	3	5	2	2	3
32980000	2	5	4	7	3	2	5
33000000	2	5	3	5	2	2	6
33020000	2	5	3	5	2	2	5
33040000	2	5	4	5	2	2	4
33060000	2	5	3	5	2	2	8
33080000	2	5	3	5	2	2	4
33100000	2	7	3	6	2	2	6
33120000	2	6	3	5	2	2	4
33140000	3	5	3	5	3	2	5
33160000	2	5	4	5	2	2	4
33180000	2	6	3	5	2	2	5
33200000	2	5	3	5	2	2	5
33220000	3	5	4	5	3	2	4
33240000	2	5	3	5	2	3	6
33260000	3	5	3	5	2	2	5
33280000	2	5	3	5	2	2	5
33300000	2	5	3	5	2	2	4
33320000	2	7	4	5	2	2	4
33340000	2	8	3	5	2	2	4
33360000	2	5	3	5	3	2	5
33380000	2	6	3	5	3	2	4
33400000	2	5	4	5	3	3	5
33420000	2	5	4	5	2	2	4
33440000	2	5	3	5	2	2	4
33460000	2	5	3	5	2	2	4
33480000	2	5	4	5	2	2	4
33500000	2	5	4	5	2	2	6
33520000	2	5	3	7	2	2	4
33540000	2	4	3	5	2	3	6
33560000	2	4	3	5	2	3	5
33580000	2	6	3	5	3	2	4
33600000	2	6	3	5	2	2	3
33620000	2	5	3	5	2	2	3
33640000	3	4	4	5	2	2	3
33660000	2	5	3	5	2	2	4
33680000	2	5	3	7	2	2	3
33700000	2	5	3	5	2	2	5
33720000	2	5	3	6	2	3	5
33740000	2	5	4	5	2	2	4
33760000	3	6	3	5	2	2	4
33780000	2	5	3	5	2	2	4
33800000	2	5	3	5	2	2	4
33820000	2	5	4	5	2	2	4
33840000	2	6	4	7	2	2	5
33860000	3	5	4	6	2	2	4
33880000	2	4	3	5	2	2	3
33900000	2	5	3	5	2	2	4
33920000	2	6	3	5	2	2	4
33940000	3	5	3	5	2	2	4
33960000	2	5	3	5	2	3	5
33980000	2	5	3	5	2	2	5
34000000	3	5	4	5	2	2	5
34020000	2	5	3	5	2	2	4
34040000	2	5	3	5	2	2	5
34060000	2	5	3	7	2	2	4
34080000	2	5	3	5	2	2	4
34100000	2	5	3	5	2	2	5
34120000	2	4	3	5	2	2	4
34140000	2	5	3	5	2	2	5
34160000	2	4	3	5	2	2	5
34180000	2	5	4	5	2	2	5
34200000	2	5	3	5	2	2	4
34220000	3	5	3	5	2	2	4
34240000	2	7	4	5	2	3	4
34260000	2	5	4	5	2	2	4
34280000	3	5	3	5	2	2	4
34300000	2	5	4	6	2	2	5
34320000	2	5	3	6	2	2	3
34340000	2	6	3	5	2	2	4
34360000	2	6	4	5	2	2	4
34380000	3	5	3	5	2	2	5
34400000	2	6	3	5	2	2	4
34420000	2	5	3	5	2	2	5
34440000	2	4	3	7	2	2	4
34460000	2	7	3	6	2	2	3
34480000	3	5	3	5	2	2	4
34500000	2	5	3	5	2	2	5
34520000	2	5	3	6	2	2	5
34540000	2	5	3	5	2	2	5
34560000	2	5	4	6	2	2	3
34580000	3	6	4	5	2	2	4
34600000	2	5	4	6	2	3	4
34620000	2	5	4	6	2	2	4
34640000	2	5	3	5	2	3	5
34660000	3	4	4	5	2	3	5
34680000	2	5	4	5	2	2	5
34700000	2	7	3	5	2	2	5
34720000	2	5	3	5	2	2	5
34740000	2	5	3	5	2	2	4
34760000	2	6	3	5	2	2	5
34780000	2	5	4	5	2	2	4
34800000	2	5	3	5	2	2	6
34820000	2	5	4	6	2	2	4
34840000	2	5	3	5	2	2	4
34860000	2	5	3	5	4	2	5
34880000	2	5	3	5	2	2	3
34900000	2	5	3	5	2	2	4
34920000	3	5	3	5	2	2	4
34940000	2	4	3	5	2	2	5
34960000	2	6	3	5	2	2	4
34980000	2	5	4	5	2	2	4
35000000	2	5	3	7	2	2	5
35020000	2	5	3	5	2	2	4
35040000	2	5	3	5	2	2	4
35060000	2	5	3	5	2	2	6
35080000	2	5	3	5	2	2	4
35100000	2	5	4	5	2	2	5
35120000	3	5	5	5	2	2	6
35140000	2	5	3	5	2	2	5
35160000	2	7	4	5	2	2	4
35180000	3	5	3	5	2	2	5
35200000	2	6	3	5	2	2	4
35220000	3	5	4	5	2	2	4
35240000	2	5	3	5	3	2	6
35260000	3	5	4	5	2	2	4
35280000	2	5	3	5	2	2	5
35300000	2	5	4	5	2	2	3
35320000	2	5	3	5	2	2	5
35340000	2	5	3	6	2	2	5
35360000	2	5	3	5	2	2	4
35380000	2	5	3	5	2	2	3
35400000	2	5	4	7	2	2	3
35420000	3	5	3	5	2	2	4
35440000	2	5	4	5	2	2	3
35460000	2	5	3	5	2	2	3
35480000	2	5	3	6	2	2	4
