We acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.							
All submitters of data may be contacted directly via the GISAID website www.gisaid.org							
Segment ID	Segment	Country	Collection date	Isolate name	Originating Lab	Submitting Lab	Authors
EPI355229	NP	China	2011-Aug-31	B/Fujian-Gulou/1553/2011	WHO Chinese National Influenza Center	Centers for Disease Control and Prevention	
EPI355230	NS	China	2011-Aug-31	B/Fujian-Gulou/1553/2011	WHO Chinese National Influenza Center	Centers for Disease Control and Prevention	
EPI355231	MP	China	2011-Aug-31	B/Fujian-Gulou/1553/2011	WHO Chinese National Influenza Center	Centers for Disease Control and Prevention	
EPI355232	PA	China	2011-Aug-31	B/Fujian-Gulou/1553/2011	WHO Chinese National Influenza Center	Centers for Disease Control and Prevention	
EPI355233	PB2	China	2011-Aug-31	B/Fujian-Gulou/1553/2011	WHO Chinese National Influenza Center	Centers for Disease Control and Prevention	
EPI355234	PB1	China	2011-Aug-31	B/Fujian-Gulou/1553/2011	WHO Chinese National Influenza Center	Centers for Disease Control and Prevention	
EPI355235	NA	China	2011-Aug-31	B/Fujian-Gulou/1553/2011	WHO Chinese National Influenza Center	Centers for Disease Control and Prevention	
EPI355236	HA	China	2011-Aug-31	B/Fujian-Gulou/1553/2011	WHO Chinese National Influenza Center	Centers for Disease Control and Prevention	
EPI351742	NA	Nicaragua	2010-Aug-05	B/Managua/6006.03/2010		Other Database Import	Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Hostetler,J.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Gordon,A.; Har
EPI351744	NP	Nicaragua	2010-Aug-05	B/Managua/6006.03/2010		Other Database Import	Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Hostetler,J.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Gordon,A.; Har
EPI351745	NS	Nicaragua	2010-Aug-05	B/Managua/6006.03/2010		Other Database Import	Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Hostetler,J.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Gordon,A.; Har
EPI351746	PA	Nicaragua	2010-Aug-05	B/Managua/6006.03/2010		Other Database Import	Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Hostetler,J.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Gordon,A.; Har
EPI351747	PB1	Nicaragua	2010-Aug-05	B/Managua/6006.03/2010		Other Database Import	Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Hostetler,J.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Gordon,A.; Har
EPI351748	PB2	Nicaragua	2010-Aug-05	B/Managua/6006.03/2010		Other Database Import	Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Hostetler,J.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Gordon,A.; Har
EPI351739	HA	Nicaragua	2010-Aug-05	B/Managua/6006.03/2010		Other Database Import	Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Hostetler,J.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Gordon,A.; Har
EPI351741	MP	Nicaragua	2010-Aug-05	B/Managua/6006.03/2010		Other Database Import	Wentworth,D.E.; Dugan,V.; Halpin,R.; Lin,X.; Bera,J.; Ghedin,E.; Hostetler,J.; Fedorova,N.; Overton,L.; Tsitrin,T.; Stockwell,T.; Katzel,D.; Li,K.; Amedeo,P.; Schobel,S.; Shrivastava,S.; Wang,S.; Thovarai,V.; Bishop,B.; Edworthy,P.; Kim,M.; Gordon,A.; Har
EPI347657	NP	Cambodia	2011-Jan-04	B/Cambodia/30/2011	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI347658	NS	Cambodia	2011-Jan-04	B/Cambodia/30/2011	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI347659	MP	Cambodia	2011-Jan-04	B/Cambodia/30/2011	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI347660	PA	Cambodia	2011-Jan-04	B/Cambodia/30/2011	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI347661	PB2	Cambodia	2011-Jan-04	B/Cambodia/30/2011	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI347662	NA	Cambodia	2011-Jan-04	B/Cambodia/30/2011	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI347663	HA	Cambodia	2011-Jan-04	B/Cambodia/30/2011	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI354031	PB1	Cambodia	2011-Jan-04	B/Cambodia/30/2011	WHO Collaborating Centre for Reference and Research on Influenza	Centers for Disease Control and Prevention	
EPI346477	PA	United States	2005-Feb-23	B/Ohio/01/2005	'Cincinnati Children''''s Hospital'''	Centers for Disease Control and Prevention	
EPI346475	PB1	United States	2005-Feb-23	B/Ohio/01/2005	'Cincinnati Children''''s Hospital'''	Centers for Disease Control and Prevention	
EPI346476	PB2	United States	2005-Feb-23	B/Ohio/01/2005	'Cincinnati Children''''s Hospital'''	Centers for Disease Control and Prevention	
EPI346478	HA	United States	2005-Feb-23	B/Ohio/01/2005	'Cincinnati Children''''s Hospital'''	Centers for Disease Control and Prevention	
EPI346479	NA	United States	2005-Feb-23	B/Ohio/01/2005	'Cincinnati Children''''s Hospital'''	Centers for Disease Control and Prevention	
EPI346520	NS	United States	2005-Feb-23	B/Ohio/01/2005	'Cincinnati Children''''s Hospital'''	Centers for Disease Control and Prevention	
EPI346469	NP	United States	2005-Feb-23	B/Ohio/01/2005	'Cincinnati Children''''s Hospital'''	Centers for Disease Control and Prevention	
EPI346471	MP	United States	2005-Feb-23	B/Ohio/01/2005	'Cincinnati Children''''s Hospital'''	Centers for Disease Control and Prevention	
EPI346097	NS	Philippines	2011-Jul-27	B/PHILIPPINES/2533/2011	Research Institute of Tropical Medicine	WHO Collaborating Centre for Reference and Research on Influenza	Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.
EPI346098	NA	Philippines	2011-Jul-27	B/PHILIPPINES/2533/2011	Research Institute of Tropical Medicine	WHO Collaborating Centre for Reference and Research on Influenza	Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.
EPI346099	HA	Philippines	2011-Jul-27	B/PHILIPPINES/2533/2011	Research Institute of Tropical Medicine	WHO Collaborating Centre for Reference and Research on Influenza	Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.
EPI370215	NP	Philippines	2011-Jul-27	B/PHILIPPINES/2533/2011	Research Institute of Tropical Medicine	WHO Collaborating Centre for Reference and Research on Influenza	Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.
EPI370216	MP	Philippines	2011-Jul-27	B/PHILIPPINES/2533/2011	Research Institute of Tropical Medicine	WHO Collaborating Centre for Reference and Research on Influenza	Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.
EPI370217	PA	Philippines	2011-Jul-27	B/PHILIPPINES/2533/2011	Research Institute of Tropical Medicine	WHO Collaborating Centre for Reference and Research on Influenza	Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.
EPI370218	PB2	Philippines	2011-Jul-27	B/PHILIPPINES/2533/2011	Research Institute of Tropical Medicine	WHO Collaborating Centre for Reference and Research on Influenza	Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.
EPI370219	PB1	Philippines	2011-Jul-27	B/PHILIPPINES/2533/2011	Research Institute of Tropical Medicine	WHO Collaborating Centre for Reference and Research on Influenza	Deng,Y-M.; Iannello,P.; Caldwell,N.; Leang,S-K; Komadina,N.
EPI345918	PB2	Nicaragua	2010-Aug-28	B/Managua/2037.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345919	PB1	Nicaragua	2010-Aug-28	B/Managua/2037.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345920	PA	Nicaragua	2010-Aug-28	B/Managua/2037.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345921	NS	Nicaragua	2010-Aug-28	B/Managua/2037.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345922	NP	Nicaragua	2010-Aug-28	B/Managua/2037.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345923	NA	Nicaragua	2010-Aug-28	B/Managua/2037.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345924	MP	Nicaragua	2010-Aug-28	B/Managua/2037.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345925	HA	Nicaragua	2010-Aug-28	B/Managua/2037.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345910	PB2	Nicaragua	2010-Jul-15	B/Managua/2090.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345911	PB1	Nicaragua	2010-Jul-15	B/Managua/2090.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345912	PA	Nicaragua	2010-Jul-15	B/Managua/2090.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345913	NS	Nicaragua	2010-Jul-15	B/Managua/2090.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345914	NP	Nicaragua	2010-Jul-15	B/Managua/2090.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345915	NA	Nicaragua	2010-Jul-15	B/Managua/2090.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345916	MP	Nicaragua	2010-Jul-15	B/Managua/2090.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345917	HA	Nicaragua	2010-Jul-15	B/Managua/2090.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345902	PB2	Nicaragua	2010-Oct-02	B/Managua/4437.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345903	PB1	Nicaragua	2010-Oct-02	B/Managua/4437.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345904	PA	Nicaragua	2010-Oct-02	B/Managua/4437.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345905	NS	Nicaragua	2010-Oct-02	B/Managua/4437.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345906	NP	Nicaragua	2010-Oct-02	B/Managua/4437.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345907	NA	Nicaragua	2010-Oct-02	B/Managua/4437.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345908	MP	Nicaragua	2010-Oct-02	B/Managua/4437.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345909	HA	Nicaragua	2010-Oct-02	B/Managua/4437.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345894	PB2	Nicaragua	2010-Oct-11	B/Managua/4468.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345895	PB1	Nicaragua	2010-Oct-11	B/Managua/4468.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345896	PA	Nicaragua	2010-Oct-11	B/Managua/4468.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345897	NS	Nicaragua	2010-Oct-11	B/Managua/4468.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345898	NP	Nicaragua	2010-Oct-11	B/Managua/4468.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345899	NA	Nicaragua	2010-Oct-11	B/Managua/4468.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345900	MP	Nicaragua	2010-Oct-11	B/Managua/4468.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345901	HA	Nicaragua	2010-Oct-11	B/Managua/4468.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345886	PB2	Nicaragua	2010-Oct-08	B/Managua/4772.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345887	PB1	Nicaragua	2010-Oct-08	B/Managua/4772.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345888	PA	Nicaragua	2010-Oct-08	B/Managua/4772.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345889	NS	Nicaragua	2010-Oct-08	B/Managua/4772.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345890	NP	Nicaragua	2010-Oct-08	B/Managua/4772.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345891	NA	Nicaragua	2010-Oct-08	B/Managua/4772.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345892	MP	Nicaragua	2010-Oct-08	B/Managua/4772.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345893	HA	Nicaragua	2010-Oct-08	B/Managua/4772.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345881	NS	Nicaragua	2010-Aug-03	B/Managua/4834.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345878	PB2	Nicaragua	2010-Aug-03	B/Managua/4834.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345879	PB1	Nicaragua	2010-Aug-03	B/Managua/4834.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345880	PA	Nicaragua	2010-Aug-03	B/Managua/4834.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345882	NP	Nicaragua	2010-Aug-03	B/Managua/4834.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345883	NA	Nicaragua	2010-Aug-03	B/Managua/4834.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345884	MP	Nicaragua	2010-Aug-03	B/Managua/4834.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345885	HA	Nicaragua	2010-Aug-03	B/Managua/4834.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345877	HA	Nicaragua	2010-Aug-31	B/Managua/5227.05/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345870	PB2	Nicaragua	2010-Aug-31	B/Managua/5227.05/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345871	PB1	Nicaragua	2010-Aug-31	B/Managua/5227.05/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345872	PA	Nicaragua	2010-Aug-31	B/Managua/5227.05/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345873	NS	Nicaragua	2010-Aug-31	B/Managua/5227.05/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345874	NP	Nicaragua	2010-Aug-31	B/Managua/5227.05/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345875	NA	Nicaragua	2010-Aug-31	B/Managua/5227.05/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345876	MP	Nicaragua	2010-Aug-31	B/Managua/5227.05/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345864	PA	Nicaragua	2010-Jul-04	B/Managua/5454.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345865	NS	Nicaragua	2010-Jul-04	B/Managua/5454.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345866	NP	Nicaragua	2010-Jul-04	B/Managua/5454.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345867	NA	Nicaragua	2010-Jul-04	B/Managua/5454.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345868	MP	Nicaragua	2010-Jul-04	B/Managua/5454.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345869	HA	Nicaragua	2010-Jul-04	B/Managua/5454.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345862	PB2	Nicaragua	2010-Jul-04	B/Managua/5454.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345863	PB1	Nicaragua	2010-Jul-04	B/Managua/5454.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345857	NS	Nicaragua	2010-Sep-17	B/Managua/5549.04/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345858	NP	Nicaragua	2010-Sep-17	B/Managua/5549.04/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345859	NA	Nicaragua	2010-Sep-17	B/Managua/5549.04/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345860	MP	Nicaragua	2010-Sep-17	B/Managua/5549.04/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345861	HA	Nicaragua	2010-Sep-17	B/Managua/5549.04/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345854	PB2	Nicaragua	2010-Sep-17	B/Managua/5549.04/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345855	PB1	Nicaragua	2010-Sep-17	B/Managua/5549.04/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345856	PA	Nicaragua	2010-Sep-17	B/Managua/5549.04/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345849	NS	Nicaragua	2010-Sep-04	B/Managua/5839.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345850	NP	Nicaragua	2010-Sep-04	B/Managua/5839.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345851	NA	Nicaragua	2010-Sep-04	B/Managua/5839.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345852	MP	Nicaragua	2010-Sep-04	B/Managua/5839.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345853	HA	Nicaragua	2010-Sep-04	B/Managua/5839.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345846	PB2	Nicaragua	2010-Sep-04	B/Managua/5839.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345847	PB1	Nicaragua	2010-Sep-04	B/Managua/5839.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345848	PA	Nicaragua	2010-Sep-04	B/Managua/5839.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345841	NS	Nicaragua	2010-Jul-03	B/Managua/1312.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345842	NP	Nicaragua	2010-Jul-03	B/Managua/1312.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345843	NA	Nicaragua	2010-Jul-03	B/Managua/1312.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345844	MP	Nicaragua	2010-Jul-03	B/Managua/1312.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345845	HA	Nicaragua	2010-Jul-03	B/Managua/1312.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345838	PB2	Nicaragua	2010-Jul-03	B/Managua/1312.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345839	PB1	Nicaragua	2010-Jul-03	B/Managua/1312.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345840	PA	Nicaragua	2010-Jul-03	B/Managua/1312.01/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345833	NS	Nicaragua	2010-Oct-05	B/Managua/1499.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345834	NP	Nicaragua	2010-Oct-05	B/Managua/1499.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345835	NA	Nicaragua	2010-Oct-05	B/Managua/1499.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345836	MP	Nicaragua	2010-Oct-05	B/Managua/1499.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345837	HA	Nicaragua	2010-Oct-05	B/Managua/1499.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345830	PB2	Nicaragua	2010-Oct-05	B/Managua/1499.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345831	PB1	Nicaragua	2010-Oct-05	B/Managua/1499.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345832	PA	Nicaragua	2010-Oct-05	B/Managua/1499.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345827	NA	Nicaragua	2010-Aug-20	B/Managua/1504.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345828	MP	Nicaragua	2010-Aug-20	B/Managua/1504.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345829	HA	Nicaragua	2010-Aug-20	B/Managua/1504.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345822	PB2	Nicaragua	2010-Aug-20	B/Managua/1504.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345823	PB1	Nicaragua	2010-Aug-20	B/Managua/1504.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345824	PA	Nicaragua	2010-Aug-20	B/Managua/1504.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345825	NS	Nicaragua	2010-Aug-20	B/Managua/1504.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345826	NP	Nicaragua	2010-Aug-20	B/Managua/1504.03/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345814	PB2	Nicaragua	2010-Aug-11	B/Managua/2826.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345815	PB1	Nicaragua	2010-Aug-11	B/Managua/2826.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345816	PA	Nicaragua	2010-Aug-11	B/Managua/2826.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345817	NS	Nicaragua	2010-Aug-11	B/Managua/2826.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345818	NP	Nicaragua	2010-Aug-11	B/Managua/2826.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345819	NA	Nicaragua	2010-Aug-11	B/Managua/2826.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345820	MP	Nicaragua	2010-Aug-11	B/Managua/2826.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI345821	HA	Nicaragua	2010-Aug-11	B/Managua/2826.02/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341057	NS	Australia	2010-Nov-09	B/Brisbane/60-2/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341058	NP	Australia	2010-Nov-09	B/Brisbane/60-2/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341059	NA	Australia	2010-Nov-09	B/Brisbane/60-2/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341060	MP	Australia	2010-Nov-09	B/Brisbane/60-2/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341061	HA	Australia	2010-Nov-09	B/Brisbane/60-2/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341054	PB2	Australia	2010-Nov-09	B/Brisbane/60-2/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341055	PB1	Australia	2010-Nov-09	B/Brisbane/60-2/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341056	PA	Australia	2010-Nov-09	B/Brisbane/60-2/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341053	HA	Australia	2010-Dec-01	B/Brisbane/60-5/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341046	PB2	Australia	2010-Dec-01	B/Brisbane/60-5/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341047	PB1	Australia	2010-Dec-01	B/Brisbane/60-5/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341048	PA	Australia	2010-Dec-01	B/Brisbane/60-5/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341049	NS	Australia	2010-Dec-01	B/Brisbane/60-5/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341050	NP	Australia	2010-Dec-01	B/Brisbane/60-5/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
EPI341051	NA	Australia	2010-Dec-01	B/Brisbane/60-5/2010		Other Database Import	The NIAID Influenza Genome Sequencing Consortium
